SmartScore,Ticker,Price,Market Capitalization,Sector,Industry
10,RITM/PD,23.1,5470121085.0,Finance,Real Estate Investment Trusts
10,RITM/PC,22.85,5470121085.0,Finance,Real Estate Investment Trusts
10,RITM/PB,24.67,5470121085.0,Finance,Real Estate Investment Trusts
10,RITM/PA,24.8,5470121085.0,Finance,Real Estate Investment Trusts
10,RITM,11.32,5470121085.0,Finance,Real Estate Investment Trusts
10,RIOT,12.24,3103307795.0000005,Technology Services,Information Technology Services
10,RIO,63.46,107970211223.92,Non-Energy Minerals,Other Metals/Minerals
7,RIG,6.25,5056443024.0,Industrial Services,Contract Drilling
8,RHP,116.1,6932523901.0,Finance,Real Estate Investment Trusts
7,RHI,78.18,8225202046.0,Commercial Services,Personnel Services
6,RH,296.99,5410983513.999999,Retail Trade,Specialty Stores
10,RGNX,22.18,1086660694.0,Health Technology,Pharmaceuticals: Major
6,RGLD,119.19,7829878904.999999,Non-Energy Minerals,Precious Metals
7,RGEN,184.75,10303705624.0,Health Technology,Pharmaceuticals: Major
6,RGA,193.27,12708869673.0,Finance,Multi-Line Insurance
8,RF/PE,19.25,19002109345.0,Finance,Major Banks
8,RF/PC,23.77,19002109345.0,Finance,Major Banks
8,RF/PB,24.97,19002109345.0,Finance,Major Banks
8,RF,20.68,19002109345.0,Finance,Major Banks
6,REZI,22.47,3265313035.9999995,Distribution Services,Electronics Distributors
7,REYN,28.77,6045473261.000001,Consumer Non-Durables,Household/Personal Care
8,REXR/PC,21.67,10728505820.0,Finance,Real Estate Investment Trusts
8,REXR/PB,22.51,10728505820.0,Finance,Real Estate Investment Trusts
8,REXR,49.88,10728505820.0,Finance,Real Estate Investment Trusts
7,REVG,20.63,1070510160.9999998,Consumer Durables,Motor Vehicles
2,RES,7.69,1656775051.9999998,Industrial Services,Oilfield Services/Equipment
4,RELY,20.92,3943528228.000001,Commercial Services,Miscellaneous Commercial Services
10,RELX,43.41,81128350442.10321,Commercial Services,Miscellaneous Commercial Services
7,REGN,966.3,106062917290.0,Health Technology,Pharmaceuticals: Major
,REGCP,24.16,11172726656.0,Finance,Real Estate Investment Trusts
,REGCO,23.55,11172726656.0,Finance,Real Estate Investment Trusts
4,REG,60.17,11172726656.0,Finance,Real Estate Investment Trusts
6,RDY,72.31,12069642043.72985,Health Technology,Pharmaceuticals: Major
8,RDNT,48.49,3320374618.0,Health Services,Medical/Nursing Services
9,RDN,33.24,5035796854.000001,Finance,Specialty Insurance
N/A,RDDT,57.75,9181815389.341114,Technology Services,Internet Software/Services
6,RCUS,18.21,1654648470.9999998,Health Technology,Biotechnology
9,RCM,13.0,5463642761.0,Commercial Services,Miscellaneous Commercial Services
10,RCL,139.72,35859158780.0,Consumer Services,Hotels/Resorts/Cruise lines
6,RCKT,27.25,2466240801.0,Health Technology,Biotechnology
10,RCI,41.2,21972033652.18605,Communications,Wireless Telecommunications
,RCC,24.2457,1540912049.0,Finance,Real Estate Investment Trusts
,RCB,24.1306,1540912049.0,Finance,Real Estate Investment Trusts
7,RC/PE,19.13,1540912049.0,Finance,Real Estate Investment Trusts
7,RC/PC,18.93,1540912049.0,Finance,Real Estate Investment Trusts
7,RC,8.93,1540912049.0,Finance,Real Estate Investment Trusts
8,RBLX,37.88,23926445877.0,Technology Services,Packaged Software
,RBCP,122.52,7929894929.0,Producer Manufacturing,Metal Fabrication
5,RBC,271.74,7929894929.0,Producer Manufacturing,Metal Fabrication
3,RBA,76.75,14046537134.581211,Technology Services,Internet Software/Services
6,RARE,46.82,3854956781.0,Health Technology,Pharmaceuticals: Major
10,RAMP,33.66,2227744377.9999995,Technology Services,Packaged Software
10,RACE,439.16,107045676048.98744,Consumer Durables,Motor Vehicles
5,R,118.61,5208580016.0,Finance,Finance/Rental/Leasing
5,QTWO,52.5,3101396084.0,Technology Services,Information Technology Services
5,QSR,79.11,35924552243.74594,Consumer Services,Restaurants
1,QS,6.22,3083934372.0,Producer Manufacturing,Electrical Products
7,QRVO,114.6,11064453588.0,Electronic Technology,Semiconductors
,QQQX,23.94,1158660000.0,Miscellaneous,Investment Trusts/Mutual Funds
6,QLYS,165.2,6108642706.0,Technology Services,Packaged Software
7,QGEN,42.75,9462995865.0,Health Technology,Medical Specialties
9,QFIN,18.2,2972613954.50714,Finance,Finance/Rental/Leasing
6,QDEL,48.26,3226156513.0,Health Technology,Medical Specialties
8,QCRH,59.64,1001527412.9999998,Finance,Major Banks
8,QCOM,169.13,188749085449.0,Electronic Technology,Semiconductors
4,PZZA,66.26,2171146179.0,Consumer Services,Restaurants
5,PYPL,66.57,71345852716.0,Commercial Services,Miscellaneous Commercial Services
4,PYCR,19.39,3452002454.9999995,Technology Services,Packaged Software
7,PXD,260.0,60742012024.00001,Energy Minerals,Oil & Gas Production
8,PWSC,20.9,4234201137.0,Technology Services,Packaged Software
6,PWR,259.75,37858292983.99999,Industrial Services,Engineering & Construction
7,PWP,14.18,1224078405.0,Finance,Investment Banks/Brokers
9,PVH,139.4,8313468306.000001,Consumer Non-Durables,Apparel/Footwear
3,PUK,19.3,26131537542.6384,Finance,Multi-Line Insurance
7,PUBM,23.26,1163199011.0,Technology Services,Internet Software/Services
8,PTVE,14.13,2523011821.0,Process Industries,Containers/Packaging
1,PTON,4.42,1621581085.9999998,Consumer Services,Other Consumer Services
8,PTLO,14.05,1139772431.0000002,Consumer Services,Restaurants
6,PTGX,28.48,1659671908.0,Health Technology,Biotechnology
1,PTEN,12.05,4918716820.0,Industrial Services,Contract Drilling
3,PTCT,29.44,2255340510.0,Health Technology,Pharmaceuticals: Major
6,PTC,189.71,22680287804.0,Technology Services,Packaged Software
9,PSX,158.96,68006974642.0,Energy Minerals,Oil Refining/Marketing
6,PSTG,52.55,16604370863.000002,Electronic Technology,Computer Peripherals
6,PSO,13.05,8849159875.848001,Consumer Services,Publishing: Books/Magazines
1,PSNYW,0.165,3416286512.0,Consumer Durables,Motor Vehicles
4,PSNY,1.6,3416286512.0,Consumer Durables,Motor Vehicles
10,PSN,82.68,8749989259.0,Technology Services,Information Technology Services
4,PSMT,83.29,2541658667.0000005,Retail Trade,Specialty Stores
,PSLV,8.2,3944250000.0,Miscellaneous,Investment Trusts/Mutual Funds
3,PSEC/PA,18.75,2278527667.0,Finance,Investment Managers
3,PSEC,5.49,2278527667.0,Finance,Investment Managers
8,PSA/PS,19.01,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PR,18.8,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PQ,18.14,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PP,18.85,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PO,17.9,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PN,17.84,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PM,19.245,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PL,21.63,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PK,21.73,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PJ,21.69,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PI,22.99,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PH,24.91,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PG,24.44,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA/PF,24.46,50616695213.0,Finance,Real Estate Investment Trusts
8,PSA,288.1,50616695213.0,Finance,Real Estate Investment Trusts
3,PRVA,19.55,2318020434.0,Finance,Life/Health Insurance
5,PRU,117.02,42010178794.99999,Finance,Life/Health Insurance
4,PRTA,25.16,1351606548.0,Health Technology,Biotechnology
,PRS,25.1,42010178795.0,Finance,Life/Health Insurance
10,PRO,35.59,1663399281.0,Technology Services,Information Technology Services
8,PRMW,18.19,2901505459.1044955,Consumer Non-Durables,Beverages: Non-Alcoholic
1,PRM,7.33,1068227924.9999998,Process Industries,Chemicals: Major Diversified
1,PRKS,53.32,3410883903.0,Consumer Services,Movies/Entertainment
5,PRK,134.71,2171050855.0,Finance,Major Banks
4,PRIM,42.0,2244349045.0,Industrial Services,Engineering & Construction
4,PRI,256.18,8927247892.0,Finance,Life/Health Insurance
,PRH,25.73,42010178795.0,Finance,Life/Health Insurance
7,PRGS,52.63,2309415345.0,Technology Services,Packaged Software
9,PRGO,31.46,4263331038.999999,Health Technology,Pharmaceuticals: Major
7,PRG,34.07,1488474310.9999998,Finance,Finance/Rental/Leasing
2,PRFT,54.46,1903944163.0000005,Commercial Services,Personnel Services
7,PRDO,17.7,1162005752.0000002,Consumer Services,Other Consumer Services
7,PRCT,48.84,2489092049.0,Health Technology,Medical Specialties
6,PRAA,26.04,1021998912.0,Commercial Services,Miscellaneous Commercial Services
8,PR,17.15,12535150454.0,Energy Minerals,Integrated Oil
7,PPL,27.42,20225086781.0,Utilities,Electric Utilities
7,PPG,144.54,34019098321.0,Process Industries,Industrial Specialties
7,PPC,34.59,8190593877.000001,Process Industries,Agricultural Commodities/Milling
4,PPBI,24.02,2302632028.0,Finance,Regional Banks
6,POWL,140.08,1676437977.0,Producer Manufacturing,Electrical Products
1,POWI,70.61,4016720607.000001,Electronic Technology,Semiconductors
8,POST,106.87,6485001848.0,Consumer Non-Durables,Food: Specialty/Candy
5,POR,41.68,4218896109.0,Utilities,Electric Utilities
6,POOL,414.62,15911519971.0,Distribution Services,Wholesale Distributors
6,PODD,169.18,11830034125.0,Health Technology,Medical Specialties
7,PNW,74.03,9120629482.0,Utilities,Electric Utilities
6,PNR,85.02,14056740202.000002,Producer Manufacturing,Industrial Machinery
6,PNM,37.45,3378004526.0000005,Utilities,Electric Utilities
,PNFPP,23.75,6601689901.0,Finance,Regional Banks
4,PNFP,85.65,6601689900.999999,Finance,Regional Banks
7,PNC,159.97,63637367999.0,Finance,Major Banks
,PMTU,25.23,1258105331.0,Finance,Real Estate Investment Trusts
4,PMT/PC,19.53,1258105331.0,Finance,Real Estate Investment Trusts
4,PMT/PB,23.35,1258105331.0,Finance,Real Estate Investment Trusts
4,PMT/PA,23.63,1258105331.0,Finance,Real Estate Investment Trusts
4,PMT,14.52,1258105331.0,Finance,Real Estate Investment Trusts
7,PM,92.23,143183083428.00003,Consumer Non-Durables,Tobacco
6,PLYM,22.11,1014238161.0,Finance,Real Estate Investment Trusts
6,PLYA,9.75,1335059841.0,Consumer Services,Hotels/Resorts/Cruise lines
1,PLXS,93.36,2577825663.0,Electronic Technology,Electronic Production Equipment
7,PLUS,77.99,2102213098.0,Technology Services,Packaged Software
1,PLUG,3.43,2346994922.0,Electronic Technology,Electronic Production Equipment
8,PLTR,24.51,54234088949.0,Technology Services,Packaged Software
3,PLTK,6.99,2590834840.0,Technology Services,Packaged Software
8,PLNT,61.01,5297833676.000001,Consumer Services,Other Consumer Services
9,PLMR,84.25,2095204850.0,Finance,Property/Casualty Insurance
6,PLD,128.86,122189689148.0,Finance,Real Estate Investment Trusts
8,PLAY,61.46,2470023824.0,Consumer Services,Movies/Entertainment
9,PLAB,28.77,1822686380.0,Electronic Technology,Electronic Production Equipment
4,PKX,80.16,23925562614.013763,Non-Energy Minerals,Steel
7,PKG,188.94,16933580505.000004,Process Industries,Containers/Packaging
9,PK,17.65,3715966973.0,Finance,Real Estate Investment Trusts
2,PJT,94.06,2249669495.0,Finance,Investment Banks/Brokers
5,PIPR,196.82,3480284584.999999,Finance,Investment Banks/Brokers
9,PINS,34.88,23682939623.0,Technology Services,Internet Software/Services
2,PINC,21.8,2612029665.0,Health Services,Hospital/Nursing Management
5,PII,99.08,5588142491.0,Consumer Durables,Recreational Products
7,PI,127.42,3465530462.0,Electronic Technology,Semiconductors
,PHYS,17.06,6668880000.0,Miscellaneous,Investment Trusts/Mutual Funds
4,PHR,24.39,1356936179.0,Technology Services,Packaged Software
8,PHM,118.01,25031391536.0,Consumer Durables,Homebuilding
8,PHIN,37.87,1767972943.0,Producer Manufacturing,Auto Parts: OEM
6,PHI,24.42,5248016650.74546,Communications,Specialty Telecommunications
5,PHG,20.33,18483701673.255302,Health Technology,Medical Specialties
8,PH,558.05,71659677825.00002,Producer Manufacturing,Industrial Machinery
9,PGR,206.15,120737398455.0,Finance,Multi-Line Insurance
8,PGNY,37.99,3666012264.999999,Commercial Services,Miscellaneous Commercial Services
7,PG,162.61,382624745611.0,Consumer Non-Durables,Household/Personal Care
4,PFSI,91.71,4624769105.0,Finance,Finance/Rental/Leasing
3,PFS,14.38,1087149709.0,Finance,Savings Banks
,PFH,20.49,42010178795.0,Finance,Life/Health Insurance
7,PFGC,75.75,11785630142.0,Transportation,Other Transportation
7,PFG,86.07,20301200389.0,Finance,Investment Managers
7,PFE,27.78,156867505616.0,Health Technology,Pharmaceuticals: Major
7,PFBC,76.42,1138810845.0,Finance,Regional Banks
7,PERI,22.36,1051803018.9999998,Technology Services,Internet Software/Services
6,PEP,173.57,238559686175.0,Consumer Non-Durables,Beverages: Non-Alcoholic
7,PENN,18.3,2789331924.0,Consumer Services,Movies/Entertainment
6,PEN,226.38,8761734526.0,Health Technology,Medical Specialties
9,PEGA,65.1,5462217279.0,Technology Services,Information Technology Services
9,PEG,66.65,33230798243.0,Utilities,Electric Utilities
6,PECO,35.6,4352206826.0,Finance,Real Estate Investment Trusts
6,PEBO,29.13,1033915506.0000002,Finance,Regional Banks
4,PEB/PH,19.13,1874192021.0,Finance,Real Estate Investment Trusts
4,PEB/PG,21.45,1874192021.0,Finance,Real Estate Investment Trusts
4,PEB/PF,21.58,1874192021.0,Finance,Real Estate Investment Trusts
4,PEB/PE,21.91,1874192021.0,Finance,Real Estate Investment Trusts
4,PEB,15.58,1874192021.0,Finance,Real Estate Investment Trusts
N/A,PDI,19.23,5257550000.0,Miscellaneous,Investment Trusts/Mutual Funds
1,PDFS,33.24,1282459809.0,Technology Services,Information Technology Services
9,PDD,116.66,154992975835.0,Retail Trade,Department Stores
6,PDCO,27.79,2489761842.0,Distribution Services,Medical Distributors
7,PD,21.98,2038680006.0,Technology Services,Packaged Software
8,PCVX,68.5,7425929512.0,Health Technology,Biotechnology
1,PCTY,173.29,9761665600.0,Technology Services,Packaged Software
2,PCRX,29.04,1350382640.9999998,Health Technology,Pharmaceuticals: Major
7,PCOR,81.63,11829608550.0,Technology Services,Packaged Software
2,PCH,46.96,3733413796.0,Finance,Real Estate Investment Trusts
10,PCG,16.74,35716849316.00001,Utilities,Electric Utilities
7,PCAR,124.46,65202560713.99999,Producer Manufacturing,Trucks/Construction/Farm Machinery
,PBR.A,14.66,96800152572.809,Energy Minerals,Integrated Oil
7,PBR,14.93,96800152572.809,Energy Minerals,Integrated Oil
6,PBH,72.63,3606027664.0,Health Technology,Pharmaceuticals: Major
6,PBF,56.08,6704840412.0,Energy Minerals,Oil Refining/Marketing
8,PBA,35.09,19281042873.00168,Industrial Services,Oil & Gas Pipelines
6,PB,65.06,6085031710.0,Finance,Regional Banks
3,PAYX,121.53,43729143870.0,Technology Services,Data Processing Services
8,PAYO,4.89,1803192822.9999995,Commercial Services,Miscellaneous Commercial Services
3,PAYC,197.22,11350294550.000002,Technology Services,Packaged Software
8,PAY,22.48,2785778388.0,Commercial Services,Miscellaneous Commercial Services
8,PAX,14.53,2154129651.0000005,Finance,Investment Managers
6,PATK,117.92,2639321607.0,Consumer Durables,Homebuilding
7,PATH,22.78,12895262611.0,Technology Services,Packaged Software
8,PARR,36.4,2159996647.0,Energy Minerals,Oil Refining/Marketing
,PARAP,13.56,8061454263.0,Consumer Services,Broadcasting
5,PARAA,22.2,8061454263.0,Consumer Services,Broadcasting
1,PARA,11.7,8061454263.0,Consumer Services,Broadcasting
9,PAR,45.08,1264021882.9999998,Electronic Technology,Electronic Equipment/Instruments
7,PANW,282.26,91198210877.99998,Technology Services,Packaged Software
6,PAM,43.5,2989528999.7906246,Utilities,Electric Utilities
8,PAGS,14.36,4758501582.0,Commercial Services,Miscellaneous Commercial Services
7,PAGP,18.0,3548183532.9999995,Industrial Services,Oil & Gas Pipelines
1,PAG,162.1,10859086483.0,Retail Trade,Specialty Stores
7,PAC,161.75,8252064449.116096,Transportation,Other Transportation
4,PAAS,14.58,5316742710.208985,Non-Energy Minerals,Precious Metals
7,PAA,17.31,12135538357.0,Industrial Services,Oil & Gas Pipelines
,OZKAP,17.08,5241898861.0,Finance,Regional Banks
8,OZK,45.55,5241898861.0,Finance,Regional Banks
10,OXY,64.2,56463862050.00001,Energy Minerals,Oil & Gas Production
3,OXM,112.47,1757354495.0,Consumer Non-Durables,Apparel/Footwear
N/A,OXLC,5.08,1165320000.0,Miscellaneous,Investment Trusts/Mutual Funds
6,OWL,18.78,26578461852.0,Finance,Investment Managers
5,OVV,51.36,13813459309.999998,Energy Minerals,Oil & Gas Production
5,OUT,16.75,2778448421.0,Finance,Real Estate Investment Trusts
7,OTTR,85.15,3557302880.0,Utilities,Electric Utilities
7,OTIS,99.86,40488698637.0,Producer Manufacturing,Building Products
8,OTEX,38.81,10558047898.76102,Technology Services,Packaged Software
7,OSW,13.36,1341054508.0,Consumer Services,Other Consumer Services
9,OSK,123.55,8101837260.999999,Consumer Durables,Motor Vehicles
7,OSIS,141.44,2411021016.0,Electronic Technology,Aerospace & Defense
7,OSCR,14.21,2759766701.0,Health Services,Managed Health Care
5,ORLY,1135.52,67037226152.0,Retail Trade,Specialty Stores
8,ORLA,3.71,1168924607.8568587,Non-Energy Minerals,Precious Metals
9,ORI,30.55,8498508577.000001,Finance,Specialty Insurance
10,ORCL,125.27,344306329033.0,Technology Services,Packaged Software
9,ORAN,11.66,31108142615.7807,Communications,Wireless Telecommunications
7,ORA,66.29,4001190656.0,Utilities,Electric Utilities
8,OR,15.98,2966060318.035039,Non-Energy Minerals,Precious Metals
9,OPRA,15.89,1390665563.0,Technology Services,Packaged Software
2,OPEN,2.95,2004943117.0,Finance,Real Estate Development
7,OPCH,33.18,5756666767.0,Health Services,Medical/Nursing Services
4,ONTO,180.49,8867477604.999998,Electronic Technology,Electronic Equipment/Instruments
7,ONON,34.74,11073688924.0,Consumer Non-Durables,Apparel/Footwear
,ONBPP,25.2657,5095976770.0,Finance,Major Banks
,ONBPO,25.12,5095976770.0,Finance,Major Banks
6,ONB,17.41,5095976770.0,Finance,Major Banks
5,ON,75.61,32310319018.0,Electronic Technology,Semiconductors
5,OMI,27.95,2140877682.0,Health Technology,Medical Specialties
9,OMF,50.52,6050579858.000001,Finance,Finance/Rental/Leasing
7,OMCL,29.24,1342563317.0,Technology Services,Information Technology Services
7,OMC,95.16,18840988108.0,Commercial Services,Advertising/Marketing Services
5,OMAB,79.0,3853638200.7058015,Transportation,Other Transportation
2,OLPX,1.82,1202578698.0,Consumer Non-Durables,Household/Personal Care
7,OLN,58.25,7001705818.000001,Process Industries,Industrial Specialties
6,OLLI,78.82,4854702994.999999,Retail Trade,Department Stores
N/A,OLK,23.6,2934488121.0,Health Technology,Biotechnology
6,OLED,167.75,7945579498.0,Electronic Technology,Electronic Production Equipment
9,OKTA,104.92,17563301232.999996,Technology Services,Packaged Software
7,OKE,79.6,46419489246.99999,Industrial Services,Oil & Gas Pipelines
5,OII,23.33,2351970569.0,Producer Manufacturing,Industrial Machinery
8,OI,16.19,2487915129.0,Process Industries,Containers/Packaging
8,OHI,31.05,7616645925.0,Finance,Real Estate Investment Trusts
7,OGS,63.46,3588409683.0,Utilities,Gas Distributors
9,OGN,18.45,4716525808.000001,Health Technology,Pharmaceuticals: Major
5,OGE,34.35,6881346788.0,Utilities,Electric Utilities
5,OGCP,10.0,2610901143.0,Finance,Real Estate Investment Trusts
8,OFG,36.46,1716484111.0,Finance,Major Banks
5,OEC,23.53,1362358173.0,Process Industries,Chemicals: Specialty
5,ODP,52.41,1919686383.0,Retail Trade,Specialty Stores
6,ODFL,213.975,46576859917.0,Transportation,Trucking
2,ODD,42.98,2444129685.0,Technology Services,Packaged Software
8,OCUL,9.31,1383721542.0000002,Health Technology,Pharmaceuticals: Major
9,OCSL,19.5,1539824421.0,Finance,Investment Managers
5,OC,167.21,14545844339.0,Process Industries,Containers/Packaging
8,OBDC,15.27,5951221249.999999,Finance,Finance/Rental/Leasing
7,O/P,24.62,46302626007.0,Finance,Real Estate Investment Trusts
7,O,53.77,46302626007.0,Finance,Real Estate Investment Trusts
,NZF,12.17,2348240000.0,Miscellaneous,Investment Trusts/Mutual Funds
3,NYT,44.07,7212900457.000001,Consumer Services,Publishing: Newspapers
4,NYCB/PA,17.23,2665056548.0,Finance,Savings Banks
4,NYCB,3.34,2665056548.0,Finance,Savings Banks
8,NXT,58.02,8394493827.000001,Electronic Technology,Electronic Equipment/Instruments
4,NXST,171.89,5746025694.0,Consumer Services,Broadcasting
5,NXPI,245.44,62945361163.00001,Electronic Technology,Semiconductors
8,NXE,7.69,4149137180.465965,Non-Energy Minerals,Other Metals/Minerals
5,NX,38.79,1284088361.0,Producer Manufacturing,Building Products
3,NWTN,7.79,2229385268.0,Consumer Durables,Motor Vehicles
8,NWSA,26.29,15070929608.000002,Consumer Services,Publishing: Newspapers
8,NWS,27.13,15070929608.000002,Consumer Services,Publishing: Newspapers
8,NWN,36.67,1381605941.0,Utilities,Gas Distributors
4,NWLI,491.54,1738095368.0,Finance,Life/Health Insurance
5,NWL,7.87,3260540857.0,Producer Manufacturing,Industrial Conglomerates
N/A,NWGL,14.25,1604307750.0,Non-Energy Minerals,Forest Products
9,NWG,6.78,28969346088.472004,Finance,Major Banks
3,NWE,50.29,3081533887.0,Utilities,Electric Utilities
6,NWBI,11.54,1466880569.0,Finance,Savings Banks
5,NVT,75.41,12447868871.999998,Electronic Technology,Electronic Components
3,NVST,21.55,3696905064.999999,Health Technology,Medical Specialties
7,NVS,95.88,189749257221.5302,Health Technology,Pharmaceuticals: Major
10,NVR,7980.74,25427811353.0,Consumer Durables,Homebuilding
10,NVO,128.05,571623060659.6592,Health Technology,Pharmaceuticals: Major
9,NVMI,179.74,5214946682.0,Electronic Technology,Electronic Equipment/Instruments
7,NVGS,15.32,1122727518.9999998,Transportation,Marine Shipping
,NVG,12.06,2555860000.0,Miscellaneous,Investment Trusts/Mutual Funds
9,NVEI,31.31,4369912766.211257,Technology Services,Information Technology Services
4,NVEE,98.0,1559860468.0000002,Industrial Services,Engineering & Construction
7,NVDA,902.5,2256250000000.0,Electronic Technology,Semiconductors
2,NVCR,14.64,1567847845.9999998,Health Technology,Medical Specialties
5,NUVL,76.64,4910143541.000001,Health Technology,Biotechnology
,NUV,8.7,1793160000.0,Miscellaneous,Investment Trusts/Mutual Funds
6,NUE,198.56,47802331702.0,Non-Energy Minerals,Steel
10,NU,11.95,55999693302.0,Technology Services,Information Technology Services
5,NTST,18.09,1333253044.0,Finance,Real Estate Investment Trusts
,NTRSO,23.77,17902671021.0,Finance,Investment Managers
8,NTRS,87.75,17902671021.0,Finance,Investment Managers
10,NTRA,90.46,10923757129.0,Health Technology,Medical Specialties
10,NTR,53.63,26523424073.35161,Process Industries,Chemicals: Agricultural
7,NTNX,61.93,15131306059.0,Technology Services,Packaged Software
2,NTLA,27.02,2596795166.0,Health Technology,Biotechnology
8,NTES,103.69,64734177977.22858,Technology Services,Packaged Software
5,NTCT,21.81,1549274556.9999998,Technology Services,Packaged Software
6,NTB,31.76,1509522482.9999998,Finance,Regional Banks
8,NTAP,105.22,21714952755.0,Electronic Technology,Computer Peripherals
7,NSSC,40.26,1480842858.0000002,Commercial Services,Miscellaneous Commercial Services
8,NSP,108.57,4048512850.000001,Commercial Services,Miscellaneous Commercial Services
4,NSIT,186.15,6066658153.999999,Technology Services,Information Technology Services
10,NSC,251.72,56858895358.0,Transportation,Railroads
5,NSA/PA,23.09,6315285759.0,Finance,Real Estate Investment Trusts
5,NSA,38.92,6315285759.0,Finance,Real Estate Investment Trusts
8,NS/PC,25.48,2922964801.0,Industrial Services,Oil & Gas Pipelines
8,NS/PB,25.3323,2922964801.0,Industrial Services,Oil & Gas Pipelines
8,NS/PA,25.895,2922964801.0,Industrial Services,Oil & Gas Pipelines
8,NS,23.1,2922964801.0,Industrial Services,Oil & Gas Pipelines
8,NRP,91.79,1189604368.0,Energy Minerals,Coal
9,NRG,66.62,13858360348.0,Utilities,Electric Utilities
6,NRDS,14.74,1135087522.9999998,Technology Services,Packaged Software
3,NPWR,11.67,2494600963.0,Producer Manufacturing,Electrical Products
5,NPO,167.05,3522545799.0,Producer Manufacturing,Industrial Machinery
8,NOW,759.0,155595000000.0,Technology Services,Packaged Software
5,NOVT,173.8,6229941544.0,Electronic Technology,Electronic Equipment/Instruments
3,NOV,19.2,7564868855.0,Industrial Services,Oilfield Services/Equipment
10,NOMD,19.7,3205567916.0,Consumer Non-Durables,Food: Specialty/Candy
8,NOK,3.6,20085331803.7563,Electronic Technology,Telecommunications Equipment
7,NOG,39.02,3936069312.000001,Energy Minerals,Oil & Gas Production
7,NOC,477.36,70716188062.0,Electronic Technology,Aerospace & Defense
6,NNN,42.6,7773429131.0,Finance,Real Estate Investment Trusts
3,NNI,93.33,3457081328.0,Finance,Finance/Rental/Leasing
,NMZ,10.6,1167290000.0,Miscellaneous,Investment Trusts/Mutual Funds
9,NMRK,11.08,1913177778.0000005,Finance,Real Estate Development
7,NMRA,12.61,2003553579.9999995,Health Technology,Pharmaceuticals: Major
7,NMR,6.38,19096729166.80064,Finance,Investment Banks/Brokers
8,NMM,42.57,1284949435.0,Transportation,Marine Shipping
6,NMIH,32.11,2597051861.9999995,Finance,Property/Casualty Insurance
,NMFCZ,25.74,1295229020.0,Finance,Investment Managers
6,NMFC,12.59,1295229020.0,Finance,Investment Managers
7,NLY/PI,24.99,9721561139.0,Finance,Real Estate Investment Trusts
7,NLY/PG,25.12,9721561139.0,Finance,Real Estate Investment Trusts
7,NLY/PF,25.2,9721561139.0,Finance,Real Estate Investment Trusts
7,NLY,19.44,9721561139.0,Finance,Real Estate Investment Trusts
1,NKLA,0.9091,1214207693.0000002,Consumer Durables,Motor Vehicles
9,NKE,94.13,142618439630.99997,Consumer Non-Durables,Apparel/Footwear
5,NJR,42.37,4165120046.0,Utilities,Gas Distributors
2,NIO,4.67,7278721534.771121,Consumer Durables,Motor Vehicles
9,NICE,255.59,16239965456.414309,Technology Services,Information Technology Services
5,NIC,85.0,1266871476.0,Finance,Major Banks
7,NI,27.46,12289023352.0,Utilities,Gas Distributors
7,NHI,61.82,2683596273.0,Finance,Real Estate Investment Trusts
7,NHC,93.31,1432307430.0,Health Services,Hospital/Nursing Management
5,NGVT,48.44,1755831134.0,Process Industries,Chemicals: Major Diversified
7,NGG,67.83,49877262471.9984,Utilities,Electric Utilities
7,NGD,1.69,1158663939.4847162,Non-Energy Minerals,Precious Metals
8,NFLX,613.53,265510999342.0,Technology Services,Internet Software/Services
,NFJ,12.53,1174590000.0,Miscellaneous,Investment Trusts/Mutual Funds
6,NFG,52.98,4880921504.0,Energy Minerals,Integrated Oil
8,NFE,29.6,6068993731.0,Utilities,Gas Distributors
2,NEXT,5.39,1383658595.0,Energy Minerals,Oil & Gas Production
8,NEU,629.58,6037238360.000001,Process Industries,Chemicals: Specialty
6,NET,96.55,32600999782.0,Technology Services,Information Technology Services
1,NEP,29.0,2712638565.0,Utilities,Alternative Power Generation
5,NEOG,15.46,3347403756.0000005,Health Technology,Medical Specialties
7,NEO,15.2,1939672565.0,Health Services,Medical/Nursing Services
8,NEM,35.25,40635741302.00001,Non-Energy Minerals,Precious Metals
8,NEE/PR,39.5,130924460497.0,Utilities,Electric Utilities
8,NEE,63.79,130924460497.0,Utilities,Electric Utilities
,NEA,11.03,3295390000.0,Miscellaneous,Investment Trusts/Mutual Funds
4,NE,48.12,6787522041.999999,Industrial Services,Contract Drilling
7,NDSN,273.74,15655804720.000002,Producer Manufacturing,Industrial Machinery
9,NDAQ,63.0,36272788330.00001,Finance,Investment Banks/Brokers
