Ticker,GF Value,GFValuediff,AveragePriceTarget,SmartScore,Price,Market Capitalization,Sector,Industry,AveragePriceTarget_percent
STC,43.49,-25.345463908677367,57.67,10.0,58.255,1593987705.435381,Finance,Specialty Insurance,-1.0042056475839
STBA,2.66,-91.91243539069626,30.0,6.0,32.89,1257542591.180786,Finance,Regional Banks,-8.78686530860444
STAG,37.85,-2.724235415060384,38.25,6.0,38.91,7189109512.0,Finance,Real Estate Investment Trusts,-1.696222050886653
STAA,101.38,214.84472049689435,44.8,4.0,32.2,1571922734.475481,Health Technology,Medical Specialties,39.13043478260868
ST,52.88,39.5066613903179,42.0,1.0,37.905,5737111370.040544,Electronic Technology,Electronic Equipment/Instruments,10.803324099722987
SSTK,83.68,70.49714751426245,60.8,4.0,49.08,1752774576.07538,Technology Services,Internet Software/Services,23.879380603096987
SSRM,19.91,78.08586762075134,16.36,4.0,11.18,2279507653.052055,Non-Energy Minerals,Precious Metals,46.33273703041145
SSNC,72.16,19.253016030408197,63.43,7.0,60.51,14977175426.386171,Technology Services,Information Technology Services,4.825648653115191
SSD,162.15,-17.619265355890875,167.5,6.0,196.83,8399311202.49747,Producer Manufacturing,Building Products,-14.901183762637816
SSB,89.22,3.804537521815004,84.0,7.0,85.95,6537808811.208907,Finance,Regional Banks,-2.268760907504366
SRRK,19.65,5.81583198707592,25.0,10.0,18.57,1339700285.585,Health Technology,Biotechnology,34.625740441572425
SRPT,152.71,63.29127459366982,124.93,10.0,93.52,8748485199.290358,Health Technology,Pharmaceuticals: Major,33.586398631308825
SREA,0.0,-100.0,,,24.375,46029054214.0,Utilities,Electric Utilities,
SRE,82.95,12.550881953867028,81.27,5.0,73.7,46381477926.87723,Utilities,Electric Utilities,10.271370420624145
SRCL,53.23,5.30168150346192,52.6,7.0,50.55,4677057338.159307,Industrial Services,Environmental Services,4.055390702274984
SRCE,52.8,-4.538058217320566,50.0,5.0,55.31,1351172603.359105,Finance,Regional Banks,-9.600433917917195
SRC/PA,0.0,-100.0,40.97,7.0,23.72,6181602320.0,Finance,Real Estate Investment Trusts,72.72344013490725
SRC,43.32,-1.45586897179254,40.97,7.0,43.96,6181602320.0,Finance,Real Estate Investment Trusts,-6.801637852593272
SRAD,0.0,-100.0,12.56,7.0,11.05,3284233617.720655,Technology Services,Packaged Software,13.66515837104072
SR,82.51,30.989045880298463,61.88,6.0,62.99,3352907060.0,Utilities,Gas Distributors,-1.7621844737259873
SQSP,0.0,-100.0,35.25,6.0,30.89,4200114001.815954,Technology Services,Information Technology Services,14.114600194237616
SQM,175.81,198.68622910547035,65.81,8.0,58.8611,15930894555.884638,Process Industries,Chemicals: Specialty,11.805589769814024
SQ,80.94,5.10323334631865,75.28,9.0,77.01,47291300537.01028,Technology Services,Information Technology Services,-2.2464614985066924
SPXC,85.08,-13.982408249924172,105.0,9.0,98.91,4515055146.53967,Producer Manufacturing,Building Products,6.157112526539282
SPT,100.0,56.985871271585545,62.4,5.0,63.7,3566818617.1282773,Technology Services,Packaged Software,-2.040816326530619
SPSC,162.7,-14.673799035032523,186.25,8.0,190.68,6997500051.806662,Technology Services,Packaged Software,-2.32326410740508
SPR,44.91,39.62381470542515,31.24,2.0,32.165,3723389269.734415,Electronic Technology,Aerospace & Defense,-2.8757966734027693
SPOT,175.86,-8.41102025936148,205.13,8.0,192.01,36526598795.95245,Technology Services,Internet Software/Services,6.832977449091196
SPNS,29.57,1.9655172413793116,31.67,7.0,29.0,1599570339.541348,Technology Services,Packaged Software,9.206896551724144
SPLK,143.31,-5.574224154971343,157.0,6.0,151.77,25573245513.89841,Technology Services,Packaged Software,3.4460038215721087
SPHR,22.15,-37.34087694483735,35.0,6.0,35.35,1241151758.7535412,Consumer Services,Media Conglomerates,-0.990099009900994
SPH,16.47,-18.866995073891637,16.5,7.0,20.3,1299504701.0990634,Distribution Services,Wholesale Distributors,-18.7192118226601
SPGI,421.33,-3.4532538955087064,456.0,9.0,436.4,138251515453.3472,Commercial Services,Financial Publishing/Services,4.491292392300647
SPG/PJ,0.0,-100.0,135.8,8.0,60.05,46397769345.0,Finance,Real Estate Investment Trusts,126.1448792672773
SPG,120.27,-15.516999157066603,135.8,8.0,142.36,46397769345.0,Finance,Real Estate Investment Trusts,-4.608035965158754
SPB,88.24,8.757009921735365,81.4,7.0,81.135,2864715290.810967,Consumer Durables,Electronics/Appliances,0.326616133604487
SOVO,0.0,-100.0,22.0,5.0,22.08,2240134182.0,Consumer Non-Durables,Food: Specialty/Candy,-0.3623188405797024
SONY,102.77,12.036786701668383,106.0,8.0,91.7288,114098663713.39424,Electronic Technology,Computer Processing Hardware,15.558036298305431
SONO,23.04,32.8719723183391,16.25,9.0,17.34,2170108151.1315336,Consumer Durables,Electronics/Appliances,-6.286043829296424
SON,73.92,32.17702279839071,59.0,8.0,55.925,5478209777.230597,Process Industries,Containers/Packaging,5.498435404559683
SOJE,0.0,-100.0,,,19.93,75656269717.0,Utilities,Electric Utilities,
SOJD,0.0,-100.0,,,22.65,75656269717.0,Utilities,Electric Utilities,
SOJC,0.0,-100.0,,,23.9,75656269717.0,Utilities,Electric Utilities,
SOFI,0.0,-100.0,8.67,8.0,9.76,9357328849.19502,Finance,Finance/Rental/Leasing,-11.168032786885243
SO,71.38,2.263610315186244,72.17,8.0,69.8,76125236071.01917,Utilities,Electric Utilities,3.3954154727793764
SNY,58.24,18.277822908204712,96.79,7.0,49.24,123063949827.17313,Health Technology,Pharmaceuticals: Major,96.56783103168156
SNX,121.23,13.553765455226676,109.75,2.0,106.76,9565794474.72982,Distribution Services,Electronics Distributors,2.8006744098913403
SNV/PE,0.0,-100.0,37.35,10.0,23.79,5520631634.0,Finance,Regional Banks,56.99873896595209
SNV/PD,0.0,-100.0,37.35,10.0,25.2,5520631634.0,Finance,Regional Banks,48.21428571428572
SNV,45.22,18.812401471361,37.35,10.0,38.06,5565966622.252716,Finance,Regional Banks,-1.8654755648975323
SNPS,431.41,-22.047955477657503,617.1,6.0,553.43,84114100883.3591,Technology Services,Packaged Software,11.504616663354009
SNOW,297.77,51.39051298998423,214.07,9.0,196.69,64770012389.34413,Technology Services,Packaged Software,8.836239768163097
SNN,0.0,-100.0,32.5,6.0,27.32,11849375300.264,Health Technology,Medical Specialties,18.960468521229867
SNEX,59.88,-16.648106904231625,72.66,7.0,71.84,2248953345.179619,Finance,Investment Banks/Brokers,1.1414253897550015
SNDX,639.45,2909.176470588236,36.0,8.0,21.25,1709540678.4119108,Health Technology,Biotechnology,69.41176470588235
SNDR,25.25,-1.636151149201409,26.64,4.0,25.67,4529385885.070113,Transportation,Trucking,3.778730035060377
SNAP,25.0,45.09576320371445,12.85,4.0,17.23,28367393981.0,Technology Services,Packaged Software,-25.42077771329077
SNA,261.33,-9.007660167130922,299.25,6.0,287.2,15158404113.550276,Consumer Durables,Tools & Hardware,4.195682451253486
SN,0.0,-100.0,42.03,9.0,50.44,7013844317.737479,Consumer Durables,Electronics/Appliances,-16.67327517842981
SMTC,69.34,211.08120233288471,28.8,5.0,22.29,1432907289.3802245,Electronic Technology,Semiconductors,29.205921938088835
SMPL,42.12,7.230142566191437,40.8,7.0,39.28,3920541913.868448,Consumer Non-Durables,Food: Major Diversified,3.869653767820764
SMG,78.29,21.86162347264379,56.0,2.0,64.245,3641347908.381356,Process Industries,Chemicals: Agricultural,-12.833683555140484
SMCI,83.66,-72.74119448698316,364.67,6.0,306.91,17045202911.275791,Electronic Technology,Computer Communications,18.81984946727053
SMAR,57.36,19.687010954616596,55.25,10.0,47.925,6530103952.710914,Technology Services,Packaged Software,15.284298382889938
SM,33.42,-13.821557503867972,46.88,8.0,38.78,4510652401.540899,Energy Minerals,Oil & Gas Production,20.887055183084065
SLVM,0.0,-100.0,47.5,9.0,51.09,2122977455.8744547,Process Industries,Pulp & Paper,-7.026815423761994
SLNO,0.0,-100.0,45.5,8.0,37.1343,1132572087.2556837,Health Technology,Pharmaceuticals: Major,22.52822861882409
SLMBP,0.0,-100.0,,,68.91,4269735038.0,Finance,Finance/Rental/Leasing,
SLM,21.45,13.07327358987876,18.55,7.0,18.97,4292362144.71966,Finance,Finance/Rental/Leasing,-2.2140221402213927
SLGN,47.56,4.665492957746489,48.0,5.0,45.44,4839289028.719806,Process Industries,Containers/Packaging,5.633802816901413
SLG/PI,0.0,-100.0,38.07,9.0,21.4,3135819108.0,Finance,Real Estate Investment Trusts,77.89719626168225
SLG,54.65,15.832980076303516,38.07,9.0,47.18,3135819108.0,Finance,Real Estate Investment Trusts,-19.30902924968207
SLF,60.97,19.97245179063361,55.9,6.0,50.82,29693889373.664047,Finance,Multi-Line Insurance,9.996064541519084
SLB,52.18,-1.454202077431545,70.58,6.0,52.95,75636899393.4614,Industrial Services,Contract Drilling,33.295561850802635
SLAB,199.34,50.16761459941994,108.38,6.0,132.745,4218547906.0727086,Electronic Technology,Semiconductors,-18.35474029153641
SKYW,42.73,-16.494039476255626,35.5,7.0,51.17,2095088366.9364552,Transportation,Airlines,-30.6234121555599
SKY,52.96,-28.500067503712696,67.6,6.0,74.07,4265579490.6718655,Consumer Durables,Homebuilding,-8.734980423923314
SKX,56.02,-10.137953160089827,67.0,6.0,62.34,9599218627.96991,Consumer Non-Durables,Apparel/Footwear,7.475136349053571
SKWD,0.0,-100.0,36.29,4.0,34.27,1291208653.3130512,Finance,Multi-Line Insurance,5.894368252115541
SKT,12.06,-57.460317460317455,24.6,6.0,28.35,2979373113.0,Finance,Real Estate Investment Trusts,-13.227513227513226
SJW,70.66,8.340999693345596,68.0,3.0,65.22,2082670583.558453,Utilities,Water Utilities,4.262496166819996
SJM,144.34,15.935742971887557,124.4,7.0,124.5,13214904295.063076,Consumer Non-Durables,Food: Specialty/Candy,-0.0803212851405576
SIX,31.22,29.00826446280992,27.82,9.0,24.2,2021595901.6583743,Consumer Services,Movies/Entertainment,14.958677685950418
SITM,90.64,-28.517350157728703,130.0,1.0,126.8,2847472165.600637,Electronic Technology,Semiconductors,2.5236593059936934
SITE,176.05,7.498320815778225,153.0,7.0,163.77,7390189068.326785,Producer Manufacturing,Trucks/Construction/Farm Machinery,-6.576296024912993
SITC/PA,0.0,-100.0,14.16,8.0,23.99,2884395792.0,Finance,Real Estate Investment Trusts,-40.97540641934138
SITC,14.21,2.599277978339359,14.16,8.0,13.85,2884395792.0,Finance,Real Estate Investment Trusts,2.2382671480144443
SIRI,6.82,25.71428571428573,5.41,8.0,5.425,20826247929.91788,Consumer Services,Broadcasting,-0.2764976958525287
SIMO,54.36,-7.558881047529972,70.17,6.0,58.805,2007109143.0,Electronic Technology,Semiconductors,19.326587875180685
SILV,0.0,-100.0,6.81,8.0,6.87,1001703436.4863328,Non-Energy Minerals,Precious Metals,-0.8733624454148544
SIGIP,0.0,-100.0,,,17.29,5991596070.0,Finance,Property/Casualty Insurance,
SIGI,107.11,7.496989160979525,110.2,6.0,99.64,6037037439.728992,Finance,Property/Casualty Insurance,10.598153352067444
SIG,80.19,-21.628225175918683,106.0,9.0,102.32,4534542132.648187,Retail Trade,Specialty Stores,3.596559812353408
SID,4.04,4.352318222911013,4.1,6.0,3.8715,5134719672.625199,Non-Energy Minerals,Steel,5.902105127211661
SHW,299.82,-2.500731683522486,302.28,7.0,307.51,78712131986.54106,Process Industries,Industrial Specialties,-1.700757698936626
SHOP,74.13,-3.249804228660936,74.14,8.0,76.62,98440847861.37904,Technology Services,Packaged Software,-3.236752806055865
SHOO,42.35,-1.051401869158869,40.71,7.0,42.8,3193231267.2668514,Consumer Non-Durables,Apparel/Footwear,-4.88317757009345
SHO/PI,0.0,-100.0,10.17,1.0,21.64,2237285566.0,Finance,Real Estate Investment Trusts,-53.00369685767098
SHO/PH,0.0,-100.0,10.17,1.0,22.49,2237285566.0,Finance,Real Estate Investment Trusts,-54.779902178746106
SHO,20.01,82.40656335460346,10.17,1.0,10.97,2237285566.0,Finance,Real Estate Investment Trusts,-7.292616226071109
SHLS,28.27,77.79874213836477,24.38,2.0,15.9,2702038059.034091,Electronic Technology,Semiconductors,53.33333333333332
SHEN,25.82,22.195929957406538,22.0,4.0,21.13,1062088186.6951972,Communications,Major Telecommunications,4.1173686701372505
SHEL,0.0,-100.0,71.13,7.0,66.02,210982622307.0775,Energy Minerals,Integrated Oil,7.740078764010906
SHCO,0.0,-100.0,7.0,6.0,7.32,1438860684.381215,Commercial Services,Miscellaneous Commercial Services,-4.371584699453556
SHC,22.37,33.871932974266905,16.67,8.0,16.71,4722623865.78919,Health Technology,Medical Specialties,-0.2393776181926938
SHAK,79.15,7.024541951186542,69.0,6.0,73.955,3128471991.1832795,Consumer Services,Restaurants,-6.700020282604284
SGRY,27.18,-17.86038077969176,43.0,6.0,33.09,4450382859.000001,Health Services,Hospital/Nursing Management,29.948624962224223
SGML,0.0,-100.0,41.99,4.0,33.33,3649635063.3420806,Non-Energy Minerals,Other Metals/Minerals,25.982598259825995
SGHC,0.0,-100.0,5.0,4.0,3.065,1527938206.747541,Consumer Services,Casinos/Gaming,63.13213703099511
SG,0.0,-100.0,14.29,3.0,11.46,1289264989.3187392,Consumer Services,Restaurants,24.69458987783593
SFNC,22.94,14.901076884547964,17.1,8.0,19.965,2498990918.599445,Finance,Major Banks,-14.350112697220126
SFM,34.8,-28.556764524738256,37.89,6.0,48.71,4947027028.567319,Retail Trade,Food Retail,-22.2130979265038
SFL,10.78,-7.784431137724552,13.0,7.0,11.69,1606990060.6585789,Transportation,Marine Shipping,11.206159110350733
SFBS,85.42,27.11309523809524,50.0,6.0,67.2,3658043460.269865,Finance,Regional Banks,-25.5952380952381
SFB,0.0,-100.0,,,20.71,6926547328.0,Finance,Investment Managers,
SF/PD,0.0,-100.0,67.0,6.0,17.55,6926547328.0,Finance,Investment Managers,281.76638176638176
SF/PC,0.0,-100.0,67.0,6.0,24.65,6926547328.0,Finance,Investment Managers,171.8052738336714
SF/PB,0.0,-100.0,67.0,6.0,23.98,6926547328.0,Finance,Investment Managers,179.3994995829858
SF,64.97,-4.959040374488006,67.0,6.0,68.36,6972445521.161538,Finance,Investment Managers,-1.9894675248683436
SEMR,16.16,19.881305637982194,11.6,7.0,13.48,1930752805.82823,Technology Services,Packaged Software,-13.946587537091991
SEM,30.71,26.43062988884316,31.0,8.0,24.29,3114306680.135,Health Services,Hospital/Nursing Management,27.62453684643887
SEIC,62.91,-2.916666666666668,63.5,9.0,64.8,8526882499.369856,Finance,Investment Managers,-2.0061728395061684
SEE,55.32,50.75623381932143,40.5,9.0,36.695,5300064368.017726,Process Industries,Containers/Packaging,10.369260117182176
SEDG,420.92,332.7558731301085,94.94,6.0,97.265,5525744361.694067,Producer Manufacturing,Electrical Products,-2.3903768056340957
SEAT,0.0,-100.0,11.29,4.0,6.315,1337928437.7132702,Consumer Services,Movies/Entertainment,78.78068091844811
SEAS,82.33,61.49470380541389,63.17,7.0,50.98,3259866795.889633,Consumer Services,Movies/Entertainment,23.911337779521396
SE,97.45,156.51487233482496,54.52,8.0,37.99,21443893920.0,Retail Trade,Department Stores,43.51145038167939
SDGR,43.0,21.64073550212164,46.17,6.0,35.35,2546358183.460765,Technology Services,Packaged Software,30.608203677510605
SCL,102.24,7.677725118483404,91.0,7.0,94.95,2123782737.4943893,Process Industries,Chemicals: Specialty,-4.160084254870988
SCI,71.24,4.098779864104614,73.25,9.0,68.435,10234809086.429256,Consumer Services,Other Consumer Services,7.03587345656462
SCHW/PJ,0.0,-100.0,71.44,7.0,20.05,124315553707.0,Finance,Investment Banks/Brokers,256.3092269326683
SCHW/PD,0.0,-100.0,71.44,7.0,25.2,124315553707.0,Finance,Investment Banks/Brokers,183.4920634920635
SCHW,77.76,13.626068532183828,71.44,7.0,68.435,124780506276.59937,Finance,Investment Banks/Brokers,4.391027982757354
SCCO,68.87,-20.65211129673368,61.0,7.0,86.795,67102121891.81208,Non-Energy Minerals,Other Metals/Minerals,-29.71945388559249
SBUX,118.14,24.51517706576729,110.79,5.0,94.88,107850093439.1457,Consumer Services,Restaurants,16.768549747048915
SBSW,11.3,97.20767888307157,5.73,1.0,5.73,3898845774.3328,Non-Energy Minerals,Precious Metals,0.0
SBRA,14.35,-0.7950224680262717,15.25,8.0,14.465,3324936623.0,Finance,Real Estate Investment Trusts,5.426892499135846
SBLK,18.84,-12.372093023255816,24.0,10.0,21.5,2018028477.0596592,Transportation,Marine Shipping,11.627906976744184
SBH,15.14,14.177978883861243,10.33,5.0,13.26,1415794981.7977526,Distribution Services,Medical Distributors,-22.09653092006033
SBCF,38.69,36.76210675150229,27.0,7.0,28.29,2408890115.8413763,Finance,Regional Banks,-4.559915164369032
SBBA,0.0,-100.0,,,24.99,3518343966.0,Transportation,Marine Shipping,
SBAC,373.6,47.65076799345531,266.08,8.0,253.0295,27167033153.0,Finance,Real Estate Investment Trusts,5.157699003475867
SAVE,34.86,110.39290240811157,11.5,6.0,16.569,1808797458.7685108,Transportation,Airlines,-30.59327660088116
SAVA,0.0,-100.0,99.5,7.0,25.0061,1054608756.3408116,Health Technology,Biotechnology,297.9029116895477
SATS,21.24,52.02811518062285,12.0,5.0,13.9711,1172270913.5345092,Communications,Specialty Telecommunications,-14.10840950247296
SASR,41.67,55.36912751677853,21.67,4.0,26.82,1204088124.6541357,Finance,Regional Banks,-19.202087994034297
SAP,132.13,-13.152359668726168,161.33,3.0,152.14,176778570687.4146,Technology Services,Packaged Software,6.04048902326806
SANM,61.05,16.574374641970596,53.5,7.0,52.37,2976657858.984396,Health Technology,Medical Specialties,2.1577238877219838
SAND,6.11,18.03114013058766,7.0,3.0,5.1766,1533217834.9154823,Non-Energy Minerals,Precious Metals,35.223892129969485
SAM,388.25,12.477547945999186,334.0,2.0,345.18,4208107058.050817,Consumer Non-Durables,Beverages: Alcoholic,-3.2388898545686327
SAIC,105.54,-14.597831364298424,140.33,6.0,123.58,6433889327.664338,Technology Services,Information Technology Services,13.55397313481147
SAIA,312.71,-30.46944188558532,443.5,7.0,449.7447,11939794493.799131,Transportation,Trucking,-1.388498852793601
SAH,66.28,17.768301350390903,58.5,6.0,56.28,1907140893.0148616,Retail Trade,Specialty Stores,3.9445628997867774
SAGE,298.64,1232.6193663543058,21.4,4.0,22.41,1345336259.830927,Health Technology,Pharmaceuticals: Major,-4.506916555109333
SAFE,27.68,21.243977222952264,25.38,3.0,22.83,1602546891.0,Finance,Real Estate Investment Trusts,11.169513797634696
SABR,11.69,160.86762474337226,4.5,6.0,4.4812,1700531417.968987,Technology Services,Packaged Software,0.4195304829063577
SA,0.0,-100.0,25.0,7.0,12.91,1078069489.2106216,Non-Energy Minerals,Precious Metals,93.64833462432225
S,0.0,-100.0,25.98,10.0,27.748,8287627672.809143,Technology Services,Packaged Software,-6.3716303877756975
RZC,0.0,-100.0,,,26.27,10709687519.0,Finance,Multi-Line Insurance,
RZB,0.0,-100.0,,,25.4,10709687519.0,Finance,Multi-Line Insurance,
RYTM,0.0,-100.0,46.25,9.0,46.61,2754485842.652492,Health Technology,Biotechnology,-0.7723664449688896
RYN,28.95,-11.83188670625857,33.0,6.0,32.835,4856588230.0,Finance,Real Estate Investment Trusts,0.5025125628140678
RYI,28.34,-20.650253532799667,33.0,3.0,35.7153,1220439520.356726,Non-Energy Minerals,Steel,-7.60262408547597
RYAN,0.0,-100.0,52.0,7.0,42.285,11007867508.52139,Finance,Insurance Brokers/Services,22.97505025422728
RYAAY,0.0,-100.0,133.0,9.0,134.83,24100479394.640728,Transportation,Airlines,-1.357264703700966
RY,112.22,11.163942545814756,104.08,9.0,100.95,141569518217.65198,Finance,Major Banks,3.1005448241703766
RXST,0.0,-100.0,37.75,9.0,39.53,1417609281.3085053,Electronic Technology,Electronic Components,-4.502909182899066
RXRX,25.28,147.843137254902,11.33,7.0,10.2,2202014705.060975,Health Technology,Biotechnology,11.078431372549028
RXO,0.0,-100.0,18.94,9.0,23.845,2789889741.572,Technology Services,Packaged Software,-20.57035017823442
RVTY,110.17,2.359936820589061,108.92,2.0,107.63,13282326632.469742,Health Technology,Medical Specialties,1.198550589984211
RVT,0.0,-100.0,,,14.61,1600250000.0,Miscellaneous,Investment Trusts/Mutual Funds,
RVMD,7.8,-71.12715158245419,34.56,8.0,27.015,4424962762.177959,Health Technology,Pharmaceuticals: Other,27.92892837312605
RVLV,33.6,86.25277161862529,15.58,1.0,18.04,1301655070.413679,Retail Trade,Internet Retail,-13.636363636363631
RUSHA,44.98,-4.743752647183401,57.0,9.0,47.22,3807799917.7964144,Retail Trade,Specialty Stores,20.711562897077517
RUN,34.97,79.70195272353544,19.45,2.0,19.46,4239923084.8880863,Utilities,Alternative Power Generation,-0.0513874614594119
RTX,105.16,26.840306172910985,83.0,6.0,82.9074,119212656794.98306,Electronic Technology,Aerospace & Defense,0.1116908743972244
RSG,160.36,-0.9267268009390832,169.64,9.0,161.86,50927062796.58138,Industrial Services,Environmental Services,4.806623007537361
RS,221.33,-21.001534782453508,295.0,5.0,280.17,16101714947.615608,Non-Energy Minerals,Steel,5.29321483385087
RRX,171.72,15.20193210787602,163.0,8.0,149.06,9890042435.719507,Producer Manufacturing,Industrial Machinery,9.351938816583925
RRR,39.02,-25.80338467389237,52.44,9.0,52.59,5489583646.61653,Consumer Services,Hotels/Resorts/Cruise lines,-0.285225328009138
RRC,19.26,-36.93516699410608,36.89,7.0,30.54,7369450747.823606,Energy Minerals,Oil & Gas Production,20.79240340537001
RQI,0.0,-100.0,,,11.8608,1576680000.0,Miscellaneous,Investment Trusts/Mutual Funds,
RPRX,42.87,56.06115762650163,46.75,8.0,27.47,16522451958.81008,Health Technology,Pharmaceuticals: Major,70.1856570804514
RPM,102.68,-8.35415922884684,108.4,5.0,112.04,14433918432.650663,Process Industries,Industrial Specialties,-3.248839700107105
RPD,92.49,57.29591836734694,56.58,7.0,58.8,3613081947.6203394,Technology Services,Information Technology Services,-3.775510204081631
ROVR,0.0,-100.0,9.35,6.0,10.93,1972174669.1853883,Retail Trade,Specialty Stores,-14.455626715462031
ROST,124.63,-8.716033106277012,137.4,8.0,136.53,45965050264.5499,Retail Trade,Apparel/Footwear Retail,0.637222588442104
ROP,527.55,-2.730658603141836,545.55,6.0,542.36,57936044055.60081,Technology Services,Packaged Software,0.5881702190426914
ROL,45.01,5.040840140023329,45.61,9.0,42.85,20741022186.292923,Consumer Services,Other Consumer Services,6.441073512252037
ROKU,115.86,22.376551359915503,89.8,1.0,94.675,13490793695.61386,Consumer Durables,Electronics/Appliances,-5.149194613150251
ROK,344.05,11.170350264960575,289.58,6.0,309.48,35460757307.84001,Electronic Technology,Electronic Equipment/Instruments,-6.43014088147862
ROIV,0.0,-100.0,16.29,7.0,10.73,8626076447.917458,Health Technology,Pharmaceuticals: Major,51.81733457595525
ROIC,17.14,22.86738351254481,13.17,6.0,13.95,1745124986.0,Finance,Real Estate Investment Trusts,-5.5913978494623615
ROG,14411.92,10397.428800349626,190.0,2.0,137.29,2555861883.545728,Process Industries,Chemicals: Specialty,38.39318231480808
ROAD,41.96,-5.686671162058892,46.75,6.0,44.49,2345048875.6124578,Industrial Services,Engineering & Construction,5.079793211957739
RNW,0.0,-100.0,8.42,8.0,7.54,2812703856.270416,Utilities,Alternative Power Generation,11.671087533156497
RNST,36.01,6.6015393724097,29.63,5.0,33.78,1896461471.2204304,Finance,Regional Banks,-12.285375962107764
RNR/PG,0.0,-100.0,251.29,6.0,17.3,9955005161.0,Finance,Property/Casualty Insurance,1352.543352601156
RNR/PF,0.0,-100.0,251.29,6.0,23.79,9955005161.0,Finance,Property/Casualty Insurance,956.2841530054644
RNR,237.94,21.833077316948277,251.29,6.0,195.3,9993895897.724377,Finance,Property/Casualty Insurance,28.668714797747043
RNG,87.78,154.71829514590155,39.38,3.0,34.4616,3230673891.0233927,Technology Services,Packaged Software,14.272117371218997
RMD,279.73,61.38579588069001,157.0,6.0,173.33,25495439309.587093,Health Technology,Medical Specialties,-9.421335025673578
RMBS,44.49,-36.26074498567335,70.0,9.0,69.8,7504144730.572458,Electronic Technology,Semiconductors,0.2865329512894023
RLJ/PA,0.0,-100.0,13.92,8.0,24.5,1845197250.0,Finance,Real Estate Investment Trusts,-43.18367346938776
RLJ,21.67,81.33891213389124,13.92,8.0,11.95,1845197250.0,Finance,Real Estate Investment Trusts,16.48535564853557
RLI,133.59,1.3658092419758794,154.0,7.0,131.79,6013020639.647288,Finance,Multi-Line Insurance,16.852568480157835
RLAY,172.32,1458.7516960651287,24.83,2.0,11.055,1362736009.6742563,Health Technology,Biotechnology,124.6042514699231
RL,130.31,-10.233182929769567,138.64,7.0,145.165,9477525274.507875,Consumer Non-Durables,Apparel/Footwear,-4.49488513071333
RKT,0.52,-96.52057544329207,8.9,3.0,14.945,29625124063.83356,Finance,Finance/Rental/Leasing,-40.44831047172968
RKLB,0.0,-100.0,7.71,10.0,5.1763,2515096746.063454,Electronic Technology,Aerospace & Defense,48.94809033479511
RJF/PB,0.0,-100.0,110.17,5.0,24.96,23157437511.0,Finance,Investment Managers,341.386217948718
RJF,114.91,3.0536747231065884,110.17,5.0,111.505,23260697862.03094,Finance,Investment Managers,-1.1972557284426653
RIVN,0.0,-100.0,25.63,5.0,23.64,22644580473.501274,Consumer Durables,Motor Vehicles,8.417935702199655
RITM/PD,0.0,-100.0,11.79,8.0,22.32,5320186804.0,Finance,Real Estate Investment Trusts,-47.17741935483871
RITM/PC,0.0,-100.0,11.79,8.0,21.4197,5320186804.0,Finance,Real Estate Investment Trusts,-44.95721228588637
RITM/PB,0.0,-100.0,11.79,8.0,23.39,5320186804.0,Finance,Real Estate Investment Trusts,-49.59384352287303
RITM/PA,0.0,-100.0,11.79,8.0,24.0,5320186804.0,Finance,Real Estate Investment Trusts,-50.875
RITM,21.89,97.83099864437416,11.79,8.0,11.065,5320186804.0,Finance,Real Estate Investment Trusts,6.552191595119744
RIOT,11.27,-32.7565632458234,17.26,8.0,16.76,3461198550.266269,Technology Services,Information Technology Services,2.9832935560859184
RIG,3.27,-47.92993630573248,9.6,8.0,6.28,5080713764.166667,Industrial Services,Contract Drilling,52.86624203821655
RHP,146.19,32.76723276723277,113.33,10.0,110.11,6503449701.0,Finance,Real Estate Investment Trusts,2.9243483788938325
RHI,81.44,-6.86184812442818,67.71,4.0,87.44,9259454471.307072,Commercial Services,Personnel Services,-22.564043915828
RH,410.57,34.368607942923525,293.79,1.0,305.555,5567032948.550653,Retail Trade,Specialty Stores,-3.850370637037517
RGLD,112.4,-9.281678773204195,142.75,8.0,123.9,8139240979.411475,Non-Energy Minerals,Precious Metals,15.2138821630347
RGEN,174.65,-4.786567082810882,190.13,6.0,183.43,10241265787.813663,Health Technology,Pharmaceuticals: Major,3.65261952788529
RGA,151.77,-6.809529657374434,176.38,8.0,162.86,10733413595.965168,Finance,Multi-Line Insurance,8.30160874370624
RF/PE,0.0,-100.0,18.54,6.0,17.58,17801442411.0,Finance,Major Banks,5.460750853242327
RF/PC,0.0,-100.0,18.54,6.0,21.5756,17801442411.0,Finance,Major Banks,-14.069597137507191
RF/PB,0.0,-100.0,18.54,6.0,23.1,17801442411.0,Finance,Major Banks,-19.74025974025975
RF,24.8,28.49740932642487,18.54,6.0,19.3,17950252796.880875,Finance,Major Banks,-3.937823834196899
REYN,30.89,15.43348281016442,29.19,6.0,26.76,5619847228.837627,Consumer Non-Durables,Household/Personal Care,9.080717488789237
REXR/PC,0.0,-100.0,56.0,5.0,21.7,11734899234.0,Finance,Real Estate Investment Trusts,158.06451612903226
REXR/PB,0.0,-100.0,56.0,5.0,22.8,11734899234.0,Finance,Real Estate Investment Trusts,145.61403508771932
REXR,73.07,30.15675097969361,56.0,5.0,56.14,11734899234.0,Finance,Real Estate Investment Trusts,-0.2493765586034922
