,GF Value,Ticker,Price,Market Capitalization,Sector,Industry,GFValuediff
2303,151.91,CLH,176.97,9571645376.50733,Industrial Services,Environmental Services,-14.160592190766797
2304,23.68,CLF,21.045,10624805055.10986,Non-Energy Minerals,Steel,12.52078878593489
2305,22.37,CLDX,39.18,2142722688.1301243,Health Services,Medical/Nursing Services,-42.904543134252165
2306,0.0,CLBT,8.41,1659863496.7763157,Technology Services,Packaged Software,-100.0
2307,18.67,CLBK,19.46,2041639260.7653165,Finance,Savings Banks,-4.059609455292904
2308,88.15,CL,78.3,64470050472.92645,Consumer Non-Durables,Household/Personal Care,12.579821200510867
2309,85.56,CIVI,70.3,6592300909.972825,Energy Minerals,Integrated Oil,21.706970128022768
2310,116.48,CINF,102.34,16057935296.11959,Finance,Multi-Line Insurance,13.816689466484268
2311,0.0,CIM/PD,23.06,1183698832.0,Finance,Real Estate Investment Trusts,-100.0
2312,0.0,CIM/PC,19.9914,1183698832.0,Finance,Real Estate Investment Trusts,-100.0
2313,0.0,CIM/PB,23.55,1183698832.0,Finance,Real Estate Investment Trusts,-100.0
2314,0.0,CIM/PA,21.34,1183698832.0,Finance,Real Estate Investment Trusts,-100.0
2315,3.81,CIM,5.26,1183698832.0,Finance,Real Estate Investment Trusts,-27.56653992395437
2316,114.45,CIGI,124.36,5867227184.261981,Finance,Real Estate Development,-7.968800257317462
2317,3.49,CIG.C,3.05,5755101721.6196,Utilities,Electric Utilities,14.426229508196736
2318,2.14,CIG,2.2184,5755101721.6196,Utilities,Electric Utilities,-3.5340786152181667
2319,0.0,CIFR,4.025,1025006869.7037038,Technology Services,Data Processing Services,-100.0
2320,63.52,CIEN,43.8752,6354459781.242925,Electronic Technology,Telecommunications Equipment,44.77426883524179
2321,54.0,CIB,29.78,7535095036.220159,Finance,Major Banks,81.32975151108126
2322,319.44,CI,297.74,87124665397.49295,Health Services,Managed Health Care,7.288238060052391
2323,30.31,CHX,30.4,5921920182.781632,Process Industries,Chemicals: Specialty,-0.2960526315789469
2324,49.67,CHWY,25.135,10843388037.711693,Retail Trade,Internet Retail,97.61289039188382
2325,619.23,CHTR,384.365,56855383362.38919,Consumer Services,Cable/Satellite TV,61.10467914612413
2326,37.18,CHT,37.82,29295778702.13644,Communications,Major Telecommunications,-1.6922263352723441
2327,86.41,CHRW,86.18,10052986373.227491,Transportation,Air Freight/Couriers,0.2668832675794729
2328,128.36,CHRD,168.145,6940761745.24673,Energy Minerals,Integrated Oil,-23.661125814029553
2329,23.17,CHPT,2.425,1013717664.4569672,Retail Trade,Specialty Stores,855.4639175257732
2330,153.53,CHKP,151.33,18274909738.194897,Technology Services,Internet Software/Services,1.4537765149012016
2331,45.28,CHK,76.92,10082076563.332731,Energy Minerals,Integrated Oil,-41.13364534581383
2332,152.03,CHH,112.92,5623256412.539313,Consumer Services,Hotels/Resorts/Cruise lines,34.635139922068724
2333,29.81,CHGG,11.1668,1293282126.233769,Commercial Services,Miscellaneous Commercial Services,166.95203639359528
2334,48.71,CHEF,29.03,1151481642.749136,Distribution Services,Food Distributors,67.79193937306235
2335,545.33,CHE,588.21,8859799737.692606,Health Services,Hospital/Nursing Management,-7.2899134662790495
2336,173.7,CHDN,134.48,10031511185.897934,Consumer Services,Movies/Entertainment,29.16418798334325
2337,100.6,CHD,91.99,22664655488.31659,Consumer Non-Durables,Household/Personal Care,9.359713012283944
2338,108.78,CHCO,112.99,1675847022.9573228,Finance,Major Banks,-3.7259934507478483
2339,51.34,CGNX,42.21,7266117374.738197,Electronic Technology,Electronic Equipment/Instruments,21.62994551054253
2340,11.34,CGAU,6.14,1325056371.2734082,Non-Energy Minerals,Precious Metals,84.69055374592834
2341,24.46,CG,41.1,14828701336.059645,Finance,Investment Managers,-40.48661800486618
2342,0.0,CFR/PB,17.16,6841520582.0,Finance,Regional Banks,-100.0
2343,165.41,CFR,107.5,6885072669.584348,Finance,Regional Banks,53.86976744186047
2344,0.0,CFLT,24.594,7571879844.463305,Technology Services,Packaged Software,-100.0
2345,0.0,CFG/PE,19.85,15343397589.0,Finance,Major Banks,-100.0
2346,44.81,CFG,33.36,15553197920.66363,Finance,Major Banks,34.32254196642687
2347,76.18,CF,80.02,15288341744.458977,Process Industries,Chemicals: Agricultural,-4.798800299925006
2348,0.0,CET,37.94,1056380000.0000002,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
2349,24.79,CERT,17.78,2842040176.5533595,Technology Services,Packaged Software,39.42632170978626
2350,0.0,CERE,41.46,7474328928.146413,Health Technology,Pharmaceuticals: Major,-100.0
2351,0.58,CEPU,8.79,1686397082.484444,Utilities,Electric Utilities,-93.40159271899886
2352,11.96,CENX,12.62,1166146826.3153596,Non-Energy Minerals,Aluminum,-5.2297939778129825
2353,41.01,CENTA,43.68,2421588115.2529287,Consumer Non-Durables,Consumer Sundries,-6.112637362637367
2354,46.55,CENT,49.19,2417203433.113012,Consumer Non-Durables,Consumer Sundries,-5.366944500914822
2355,84.89,CELH,50.71,11748240392.462318,Consumer Non-Durables,Beverages: Non-Alcoholic,67.40287911654507
2356,45.43,CEIX,101.69,3153392697.316855,Energy Minerals,Coal,-55.32500737535648
2357,0.0,CEG,115.75,36968429084.50469,Utilities,Electric Utilities,-100.0
2358,0.0,CEF,19.33,4063690000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
2359,187.14,CE,155.165,16890511656.664352,Process Industries,Chemicals: Specialty,20.607095672348787
2360,188.27,CDW,225.795,30247583224.70717,Technology Services,Information Technology Services,-16.61905710932482
2361,0.0,CDRE,32.35,1215908145.963102,Electronic Technology,Aerospace & Defense,-100.0
2362,26.78,CDP,25.44,5670121344.0,Finance,Real Estate Investment Trusts,5.267295597484276
2363,221.65,CDNS,272.29,74079767139.84462,Technology Services,Packaged Software,-18.59781850233208
2364,0.0,CDLR,18.36,1394037545.6797478,Producer Manufacturing,Trucks/Construction/Farm Machinery,-100.0
2365,3.03,CDE,3.675,1406090559.2584746,Non-Energy Minerals,Precious Metals,-17.551020408163268
2366,116.53,CDAY,67.825,10589314879.713926,Technology Services,Packaged Software,71.80980464430519
2367,15.53,CCU,12.83,2354887969.7794766,Consumer Non-Durables,Beverages: Alcoholic,21.044427123928287
2368,55.01,CCS,88.77,2820632524.5241547,Consumer Durables,Homebuilding,-38.03086628365439
2369,100.11,CCOI,74.89,3641439839.083233,Communications,Major Telecommunications,33.67605821872079
2370,33.44,CCL,19.5116,24446781579.79456,Consumer Services,Hotels/Resorts/Cruise lines,71.38522724943108
2371,121.15,CCK,92.465,11155568675.005432,Process Industries,Containers/Packaging,31.022549072622073
2372,31.8,CCJ,44.0242,19100579104.71058,Non-Energy Minerals,Other Metals/Minerals,-27.767000876790494
2373,185.38,CCI,115.385,49700744217.0,Finance,Real Estate Investment Trusts,60.66213112622957
2374,72.33,CCEP,65.694,30143443249.771023,Consumer Non-Durables,Beverages: Non-Alcoholic,10.10137912138094
2375,0.0,CCCS,11.305,6809901239.938938,Technology Services,Packaged Software,-100.0
2376,34.84,CC,31.42,4663930621.237605,Process Industries,Chemicals: Specialty,10.884786760025467
2377,59.08,CBZ,62.37,3108634997.289512,Commercial Services,Miscellaneous Commercial Services,-5.274971941638607
2378,69.39,CBU,53.21,2840645954.887498,Finance,Major Banks,30.4078180793084
2379,70.03,CBT,85.51,4729477715.366953,Process Industries,Chemicals: Specialty,-18.103145830896974
2380,71.43,CBSH,54.025,7050415809.781029,Finance,Regional Banks,32.2165664044424
2381,126.12,CBRL,79.865,1771813909.1412785,Consumer Services,Restaurants,57.91648406686284
2382,93.87,CBRE,91.81,27983029104.98284,Finance,Real Estate Development,2.2437642958283437
2383,69.32,CBOE,175.485,18523493342.69167,Finance,Investment Banks/Brokers,-60.49804826623359
2384,0.0,CBAY,22.395,2539667963.7853284,Health Technology,Biotechnology,-100.0
2385,245.14,CB,220.9594,90149204969.26372,Finance,Property/Casualty Insurance,10.943458390998527
2386,0.0,CAVA,43.0,4885294462.792329,Consumer Services,Restaurants,-100.0
2387,54.19,CATY,44.95,3265566049.117647,Finance,Regional Banks,20.556173526140146
2388,294.47,CAT,291.86,148581478102.70117,Producer Manufacturing,Trucks/Construction/Farm Machinery,0.8942643733296832
2389,254.17,CASY,274.165,10173894129.913616,Retail Trade,Specialty Stores,-7.293053453212493
2390,62.5,CASH,53.56,1391974188.7608285,Finance,Major Banks,16.69156086631814
2391,0.0,CART,23.565,6603288509.6351,Transportation,Air Freight/Couriers,-100.0
2392,16.4,CARS,19.87,1315978514.214939,Technology Services,Internet Software/Services,-17.463512833417223
2393,50.97,CARR,56.99,47817262475.99825,Producer Manufacturing,Industrial Machinery,-10.563256711703813
2394,22.71,CARG,24.39,2738248851.6096654,Technology Services,Internet Software/Services,-6.888068880688806
2395,295.73,CAR,186.245,6746042746.421718,Finance,Finance/Rental/Leasing,58.78547075089265
2396,38.88,CAMT,67.91,3046759943.6005025,Electronic Technology,Electronic Components,-42.74775438079811
2397,66.35,CALX,43.43,2860605876.989305,Electronic Technology,Telecommunications Equipment,52.774579783559744
2398,83.29,CALM,56.37,2761196023.0806,Process Industries,Agricultural Commodities/Milling,47.755898527585614
2399,27.16,CAL,29.99,1064710983.7951688,Retail Trade,Apparel/Footwear Retail,-9.43647882627542
2400,42.34,CAKE,35.65,1810061759.130986,Consumer Services,Restaurants,18.765778401122034
2401,89.38,CAH,101.61,25043627140.743877,Distribution Services,Medical Distributors,-12.036216907784672
2402,37.71,CAG,28.5999,13669832812.164429,Consumer Non-Durables,Food: Specialty/Candy,31.853607879747827
2403,29.58,CAE,21.6901,6903388203.29245,Commercial Services,Miscellaneous Commercial Services,36.375581486484606
2404,0.0,CADE/PA,19.96,5477818708.0,Finance,Major Banks,-100.0
2405,30.87,CADE,30.045,5539584755.36385,Finance,Major Banks,2.7458811782326484
2406,336.12,CACI,319.49,7117608259.992628,Technology Services,Information Technology Services,5.205170740868257
2407,592.02,CACC,523.46,6578142400.150224,Finance,Finance/Rental/Leasing,13.097466855156066
2408,1638.36,CABO,541.8,3043145055.362303,Consumer Services,Cable/Satellite TV,202.39202657807311
2409,11.55,CAAP,16.47,2649093987.556098,Transportation,Other Transportation,-29.87249544626593
2410,0.0,C/PN,28.61,2568525600.0,Finance,Finance/Rental/Leasing,-100.0
2411,0.0,C/PJ,25.445,96842417978.0,Finance,Major Banks,-100.0
2412,59.38,C,50.95,97512276600.37749,Finance,Major Banks,16.545632973503434
2413,17.29,BZH,33.6,1052452447.6932296,Consumer Durables,Homebuilding,-48.54166666666667
2414,0.0,BZ,15.8,6517361977.087999,Technology Services,Internet Software/Services,-100.0
2415,23.68,BYON,27.85,1261742778.044989,Retail Trade,Internet Retail,-14.973070017953328
2416,75.1,BYD,61.95,6062558282.917542,Consumer Services,Casinos/Gaming,21.226795803066974
2417,28.23,BY,24.09,1053135588.369192,Finance,Regional Banks,17.185554171855543
2418,0.0,BXSL,28.17,4891683361.879286,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
2419,106.86,BXP,72.15,11181988220.0,Finance,Real Estate Investment Trusts,48.1081081081081
2420,0.0,BXMX,12.72,1315660000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
2421,34.9,BXMT,23.005,3931830304.0,Finance,Real Estate Investment Trusts,51.70615083677462
2422,96.29,BX,130.59,157953040491.27136,Finance,Investment Managers,-26.2654108277816
2423,66.13,BWXT,76.72,7020860728.664406,Electronic Technology,Aerospace & Defense,-13.803441084462989
2424,39.58,BWA,35.99,8459644527.514899,Producer Manufacturing,Trucks/Construction/Farm Machinery,9.974993053625997
2425,8.17,BVN,15.11,3587500334.337,Non-Energy Minerals,Precious Metals,-45.929847782925215
2426,38.47,BVH,75.25,1460364676.417851,Miscellaneous,Miscellaneous,-48.87707641196013
2427,25.94,BUSE,25.445,1406062825.4194643,Finance,Regional Banks,1.9453723717822793
2428,219.8,BURL,192.29,12407562144.65167,Retail Trade,Apparel/Footwear Retail,14.306516199490364
2429,34.71,BUR,13.27,2905631591.6212564,Finance,Finance/Rental/Leasing,161.56744536548607
2430,72.07,BUD,64.07,125624387654.83484,Consumer Non-Durables,Beverages: Alcoholic,12.486343062275637
2431,15.42,BTU,24.52,3214572200.3893223,Energy Minerals,Coal,-37.11256117455139
2432,38.48,BTT,20.7402,1458760000.0,Miscellaneous,Investment Trusts/Mutual Funds,85.53340854958002
2433,40.24,BTI,29.24,64633192969.1945,Consumer Non-Durables,Tobacco,37.61969904240768
2434,3.49,BTG,3.305,4298231555.2904,Non-Energy Minerals,Precious Metals,5.597579425113467
2435,2.88,BTE,3.4301,2899806611.333938,Energy Minerals,Integrated Oil,-16.037433310982188
2436,50.99,BSY,52.32,15482647056.08411,Technology Services,Packaged Software,-2.542048929663605
2437,51.53,BSX,55.81,81760691644.51968,Distribution Services,Medical Distributors,-7.668876545421969
2438,0.0,BSTZ,17.0,1326750000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
2439,14.61,BSM,16.67,3500548573.3243246,Miscellaneous,Investment Trusts/Mutual Funds,-12.357528494301151
2440,9.25,BSBR,6.49,24048059505.5232,Finance,Major Banks,42.526964560862865
2441,16.63,BSAC,19.27,9101908491.866257,Finance,Regional Banks,-13.700051894135965
2442,0.0,BRZE,54.1999,5414782823.095901,Technology Services,Internet Software/Services,-100.0
2443,23.27,BRX,23.55,7039967829.0,Finance,Real Estate Investment Trusts,-1.1889596602972448
2444,8.29,BRSP,7.8,1011284163.0,Finance,Real Estate Investment Trusts,6.282051282051273
2445,42.73,BRP,24.3678,2846260406.8482885,Finance,Multi-Line Insurance,75.35436108306864
2446,0.0,BROS,29.7742,5273443607.406256,Consumer Non-Durables,Food: Specialty/Candy,-100.0
2447,77.72,BRO,70.65,20106838395.997017,Finance,Insurance Brokers/Services,10.007077140835092
2448,84.06,BRKR,74.45,10304715228.32387,Health Technology,Medical Specialties,12.907991940899933
2449,297.78,BRK.B,357.3476,777911254637.1555,Finance,Property/Casualty Insurance,-16.669371782544513
2450,453266.55,BRK.A,543727.495,779191074613.167,Finance,Property/Casualty Insurance,-16.63718422037863
2451,2.4,BRFS,2.775,4796081191.258,Consumer Non-Durables,Food: Meat/Fish/Dairy,-13.513513513513514
2452,0.0,BRDG,9.27,2319114422.2210298,Finance,Investment Managers,-100.0
2453,56.46,BRC,59.49,2875219648.0133224,Producer Manufacturing,Miscellaneous Manufacturing,-5.0932929904185595
2454,12.83,BRBR,55.845,7325122873.548449,Consumer Non-Durables,Beverages: Non-Alcoholic,-77.02569612319814
2455,185.62,BR,197.28,23209408384.353638,Technology Services,Information Technology Services,-5.91038118410381
2456,96.96,BPOP,80.71,5823578116.490511,Finance,Regional Banks,20.133812414818486
2457,52.48,BPMC,88.68,5390831590.850693,Health Technology,Biotechnology,-40.82092918358143
2458,0.0,BP,35.67,101082918906.7315,Energy Minerals,Integrated Oil,-100.0
2459,31.64,BOX,25.98,3730503794.203704,Technology Services,Information Technology Services,21.78598922247883
2460,0.0,BOWL,12.605,1906982436.9515872,Consumer Services,Movies/Entertainment,-100.0
2461,5.67,BORR,7.3,1921147781.380472,Industrial Services,Contract Drilling,-22.328767123287673
2462,92.92,BOOT,76.77,2324888708.912324,Retail Trade,Apparel/Footwear Retail,21.03686335808259
2463,108.49,BOKF,84.83,5570348617.70416,Finance,Major Banks,27.89107627018743
2464,0.0,BOH/PA,16.48,2879531548.0,Finance,Regional Banks,-100.0
2465,81.36,BOH,72.98,2900996857.7172832,Finance,Regional Banks,11.48259797204713
2466,44.64,BNTX,105.36,24620194262.0,Health Technology,Biotechnology,-57.630979498861045
2467,57.74,BNS,47.63,57824934689.48775,Finance,Major Banks,21.226117992861642
2468,0.0,BNRE.A,40.0,4469993125.258216,Finance,Multi-Line Insurance,-100.0
2469,0.0,BNRE,39.8,4478763204.432678,Finance,Multi-Line Insurance,-100.0
2470,19.59,BNL,17.34,3228310439.0,Finance,Real Estate Investment Trusts,12.975778546712803
2471,48.04,BN,40.1,62371788651.03833,Finance,Investment Managers,19.8004987531172
2472,72.19,BMY,51.24,104260980643.524,Health Technology,Pharmaceuticals: Major,40.88602654176424
2473,102.71,BMRN,96.1,18102182729.37579,Health Technology,Biotechnology,6.878251821019772
2474,109.65,BMO,97.81,70519316562.52113,Finance,Major Banks,12.105101727839694
2475,0.0,BML/PL,21.45,262735906233.0,Finance,Major Banks,-100.0
2476,0.0,BML/PJ,21.85,262735906233.0,Finance,Major Banks,-100.0
2477,0.0,BML/PH,20.42,262735906233.0,Finance,Major Banks,-100.0
2478,0.0,BML/PG,20.7315,262735906233.0,Finance,Major Banks,-100.0
2479,147.51,BMI,155.05,4550232572.881989,Producer Manufacturing,Industrial Machinery,-4.86294743631088
2480,28.53,BMBL,14.87,2799545174.949732,Technology Services,Packaged Software,91.8628110289173
2481,9.88,BMA,28.85,2197633242.956701,Finance,Major Banks,-65.75389948006932
2482,0.0,BLTE,44.6,1236446110.0,Health Technology,Pharmaceuticals: Major,-100.0
2483,26.02,BLMN,26.9,2335297991.6909294,Consumer Services,Restaurants,-3.271375464684011
2484,69.93,BLKB,86.49,4657712306.568704,Technology Services,Packaged Software,-19.146722164412058
2485,731.39,BLK,803.18,119483034137.49434,Finance,Investment Managers,-8.938220573221441
2486,84.49,BLDR,165.14,20369485198.141537,Retail Trade,Home Improvement Chains,-48.837350127164825
2487,7.38,BLDP,3.61,1078378136.3925622,Producer Manufacturing,Electrical Products,104.43213296398892
2488,276.07,BLD,377.72,12001654042.68646,Industrial Services,Engineering & Construction,-26.91146881287727
2489,0.0,BLCO,15.83,5554046807.399873,Health Technology,Medical Specialties,-100.0
2490,77.97,BL,63.2155,3873201794.34604,Technology Services,Packaged Software,23.34000363834819
2491,47.65,BKU,32.685,2431180419.5864525,Finance,Regional Banks,45.78552852990667
2492,29.06,BKR,34.18,34393075172.92891,Industrial Services,Contract Drilling,-14.979520187244006
2493,4458.67,BKNG,3531.6299,123218108713.71524,Consumer Services,Other Consumer Services,26.24963901228722
2494,86.01,BKH,54.6,3712343318.390208,Utilities,Electric Utilities,57.52747252747253
2495,37.32,BKE,46.34,2337639216.146624,Retail Trade,Apparel/Footwear Retail,-19.46482520500648
2496,0.0,BKDT,78.5,1042839226.0,Health Services,Hospital/Nursing Management,-100.0
2497,4.29,BKD,5.6009,1054302927.9609026,Health Services,Hospital/Nursing Management,-23.405167026727852
2498,53.27,BK,51.71,39768778534.15603,Finance,Investment Banks/Brokers,3.0168245987236553
2499,73.74,BJ,66.26,8837824882.445797,Retail Trade,Specialty Stores,11.288862058557182
2500,0.0,BIRK,46.3,8696327179.487179,Consumer Non-Durables,Apparel/Footwear,-100.0
2501,40.36,BIPC,36.09,4756324368.351672,Utilities,Gas Distributors,11.831532280410073
2502,0.0,BIP/PB,15.8884,20492870024.0,Utilities,Alternative Power Generation,-100.0
2503,0.0,BIP/PA,16.62,20492870024.0,Utilities,Alternative Power Generation,-100.0
2504,46.65,BIP,31.86,20786464150.41834,Utilities,Alternative Power Generation,46.421845574387945
2505,514.87,BIO,321.115,9360152264.091656,Health Technology,Medical Specialties,60.338196596234994
2506,304.02,BILL,84.93,9066761014.464024,Technology Services,Packaged Software,257.96538325679967
2507,25.1,BILI,11.01,4645656705.791999,Technology Services,Packaged Software,127.97456857402364
2508,239.66,BIIB,256.15,37115648866.93434,Health Technology,Pharmaceuticals: Major,-6.437634198711685
2509,142.77,BIDU,115.815,40371048745.08801,Technology Services,Internet Software/Services,23.27418728144024
2510,0.0,BHVN,40.0534,3213630829.8265967,Health Technology,Pharmaceuticals: Major,-100.0
2511,58.94,BHP,67.97,171401523811.26312,Non-Energy Minerals,Steel,-13.285272914521114
2512,33.93,BHLB,24.95,1089572473.3941455,Finance,Regional Banks,35.99198396793587
2513,0.0,BHFAP,21.22,3443303269.0,Finance,Life/Health Insurance,-100.0
2514,0.0,BHFAO,22.1,3443303269.0,Finance,Life/Health Insurance,-100.0
2515,0.0,BHFAN,18.104,3443303269.0,Finance,Life/Health Insurance,-100.0
2516,0.0,BHFAM,15.54,3443303269.0,Finance,Life/Health Insurance,-100.0
2517,0.0,BHFAL,21.5,3443303269.0,Finance,Life/Health Insurance,-100.0
2518,34.24,BHF,53.57,3439450981.1734104,Finance,Life/Health Insurance,-36.08362889677058
2519,32.23,BHE,28.17,1005157745.7551897,Electronic Technology,Electronic Production Equipment,14.41249556265529
2520,11.14,BHC,7.545,2755396811.972782,Health Technology,Pharmaceuticals: Other,47.64744864148444
2521,403.92,BGNE,176.38,18618662914.304,Health Technology,Pharmaceuticals: Major,129.0055561855086
2522,5.23,BGC,6.68,3314908810.0,Finance,Investment Banks/Brokers,-21.706586826347298
2523,97.51,BG,100.845,14651566741.180237,Process Industries,Agricultural Commodities/Milling,-3.307055382021909
2524,67.35,BFH,34.48,1700919811.5048285,Finance,Regional Banks,95.330626450116
2525,124.26,BFAM,93.41,5408897261.568997,Commercial Services,Miscellaneous Commercial Services,33.02644256503587
2526,77.85,BF.B,57.87,27903505486.03858,Consumer Non-Durables,Beverages: Alcoholic,34.52566096423017
2527,80.67,BF.A,59.74,27730461942.869663,Consumer Non-Durables,Beverages: Alcoholic,35.03515232674925
2528,60.38,BERY,68.13,7869015176.59617,Producer Manufacturing,Miscellaneous Manufacturing,-11.375311903713479
2529,42.91,BEPC,29.37,5276387150.172379,Utilities,Electric Utilities,46.10146407899215
2530,0.0,BEP/PA,17.32,7789812634.226601,Utilities,Electric Utilities,-100.0
2531,36.89,BEP,27.31,7878291822.85981,Utilities,Electric Utilities,35.07872574148664
2532,26.72,BEN,29.81,14743560019.764463,Finance,Investment Managers,-10.365649111036566
2533,41.66,BEKE,15.55,19118499093.376,Finance,Real Estate Development,167.90996784565914
2534,82.75,BECN,87.97,5568635066.884259,Distribution Services,Wholesale Distributors,-5.933841082187108
2535,0.0,BEAM,28.7311,2341701020.678743,Health Technology,Biotechnology,-100.0
2536,25.06,BE,14.8299,3322620863.064676,Producer Manufacturing,Electrical Products,68.98293312834205
2537,262.96,BDX,244.07,70668575039.61354,Health Technology,Medical Specialties,7.739582906543199
2538,0.0,BDJ,7.86,1450820000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
2539,74.51,BDC,77.6,3234492841.744096,Producer Manufacturing,Electrical Products,-3.9819587628865842
2540,0.0,BCSF,15.62,1008462525.6188627,Finance,Financial Conglomerates,-100.0
2541,0.0,BCS,7.87,29043131966.649,Finance,Investment Banks/Brokers,-100.0
2542,21.81,BCRX,6.0178,1232501887.1729517,Health Technology,Biotechnology,262.42480640765723
2543,146.36,BCPC,146.56,4725249492.112525,Consumer Non-Durables,Food: Specialty/Candy,-0.1364628820960621
2544,77.88,BCO,88.95,4007299013.228552,Commercial Services,Miscellaneous Commercial Services,-12.4451939291737
2545,22.92,BCH,22.82,11535652412.464497,Finance,Major Banks,0.43821209465381866
2546,48.66,BCE,39.02,35596941019.99184,Communications,Major Telecommunications,24.705279343926172
2547,70.91,BCC,125.355,4962782471.927375,Distribution Services,Wholesale Distributors,-43.43265127039209
2548,0.0,BC/PC,24.49,6675514834.0,Producer Manufacturing,Auto Parts: OEM,-100.0
2549,0.0,BC/PB,25.07,6675514834.0,Producer Manufacturing,Auto Parts: OEM,-100.0
2550,0.0,BC/PA,24.9599,6675514834.0,Producer Manufacturing,Auto Parts: OEM,-100.0
2551,94.19,BC,97.01,6675514834.0,Producer Manufacturing,Auto Parts: OEM,-2.906916812699729
2552,81.92,BBY,76.14,16400248752.705889,Retail Trade,Electronics/Appliance Stores,7.591279222484897
2553,46.17,BBWI,43.27,9776449928.270817,Retail Trade,Apparel/Footwear Retail,6.702103073723131
2554,7.57,BBVA,9.085,53934145531.59049,Finance,Major Banks,-16.675839295542108
2555,0.0,BBUC,22.6,2234893274.311378,Industrial Services,Engineering & Construction,-100.0
2556,30.35,BBU,20.2,1506919939.1566267,Commercial Services,Miscellaneous Commercial Services,50.24752475247526
2557,1.89,BBIO,39.72,6909971031.95669,Health Technology,Biotechnology,-95.24169184290031
2558,3.2,BBDO,3.06,35496892337.6872,Finance,Major Banks,4.575163398692815
2559,3.66,BBD,3.445,35496892337.6872,Finance,Major Banks,6.240928882438325
2560,2.05,BBAR,5.4988,1385804854.337926,Finance,Major Banks,-62.71913872117554
2561,7.03,BB,3.5897,2095336972.6285653,Technology Services,Packaged Software,95.83809231969246
2562,82.5,BAX,39.34,19958105874.26985,Health Technology,Medical Specialties,109.71021860701575
2563,33.34,BATRK,38.955,2399677360.937835,Consumer Services,Movies/Entertainment,-14.414067513797962
2564,36.46,BATRA,42.28,2405149221.1897,Consumer Services,Movies/Entertainment,-13.765373699148533
2565,0.0,BASE,22.6777,1090154204.8954833,Technology Services,Packaged Software,-99.99999999999999
2566,162.32,BAP,152.4,12120844363.100918,Finance,Major Banks,6.509186351706028
2567,61.74,BANR,54.595,1875234307.529816,Finance,Regional Banks,13.08727905485851
2568,98.82,BANF,97.79,3219383092.542303,Finance,Regional Banks,1.0532774312301736
2569,0.0,BANC/PF,24.0,2121635468.9999995,Finance,Regional Banks,-100.0
2570,20.42,BANC,13.54,2139012974.7029035,Finance,Regional Banks,50.81240768094537
2571,0.0,BAM,39.685,15543911041.096409,Finance,Investment Managers,-100.0
2572,75.93,BALL,57.085,17998969342.115105,Process Industries,Containers/Packaging,33.01217482701236
2573,11.1,BAK,8.73,3435844469.3328,Process Industries,Chemicals: Specialty,27.147766323024044
2574,115.11,BAH,126.165,16449544961.704103,Commercial Services,Miscellaneous Commercial Services,-8.762335037450962
2575,0.0,BAC/PS,21.3,262735906233.0,Finance,Major Banks,-100.0
2576,0.0,BAC/PQ,18.925,262735906233.0,Finance,Major Banks,-100.0
2577,0.0,BAC/PP,18.58,262735906233.0,Finance,Major Banks,-100.0
2578,0.0,BAC/PO,19.62,262735906233.0,Finance,Major Banks,-100.0
2579,0.0,BAC/PN,22.018,262735906233.0,Finance,Major Banks,-100.0
2580,0.0,BAC/PM,23.36,262735906233.0,Finance,Major Banks,-100.0
2581,0.0,BAC/PL,1221.0,262735906233.0,Finance,Major Banks,-100.0
2582,0.0,BAC/PK,24.87,262735906233.0,Finance,Major Banks,-100.0
2583,0.0,BAC/PE,22.168,262735906233.0,Finance,Major Banks,-99.99999999999999
2584,0.0,BAC/PB,25.17,262735906233.0,Finance,Major Banks,-100.0
2585,40.32,BAC,33.44,264635201940.7084,Finance,Major Banks,20.574162679425847
2586,111.68,BABA,75.27,191037613800.96005,Retail Trade,Internet Retail,48.37252557459813
2587,231.82,BA,262.175,158609787631.09784,Electronic Technology,Aerospace & Defense,-11.57814436921904
2588,48.61,B,31.4916,1595833577.6381292,Producer Manufacturing,Industrial Machinery,54.35862261682481
2589,88.8,AZZ,56.1485,1408028694.2723784,Process Industries,Industrial Specialties,58.15204324247308
2590,22.89,AZUL,9.9596,1166880510.9528,Transportation,Airlines,129.8285071689626
2591,110.45,AZTA,65.085,3626432660.738928,Health Services,Medical/Nursing Services,69.70116002151035
2592,237.32,AZPN,215.965,13756831163.972368,Technology Services,Packaged Software,9.888176324867452
2593,2723.42,AZO,2613.428,45191145910.18074,Retail Trade,Specialty Stores,4.208725092101263
2594,72.99,AZN,66.96,206045344360.12448,Health Technology,Pharmaceuticals: Major,9.005376344086024
2595,32.62,AZEK,38.46,5680519343.308294,Producer Manufacturing,Building Products,-15.184607384295381
2596,91.94,AYX,47.17,3408687158.490686,Technology Services,Packaged Software,94.91202035191858
2597,194.3,AYI,201.01,6206206445.44996,Producer Manufacturing,Electrical Products,-3.338142380976061
2598,29.23,AY,21.6,2506790722.8239665,Utilities,Alternative Power Generation,35.32407407407407
2599,32.81,AXTA,34.19,7524639080.28147,Process Industries,Industrial Specialties,-4.036267914594898
