AveragePriceTarget,SmartScore,Ticker,Price,Market Capitalization,Sector,Industry,AveragePriceTarget_percent
118.0,6.0,LBRDK,78.67,11516571678.10968,Communications,Wireless Telecommunications,49.99364433710436
108.0,2.0,LBRDA,78.26,11469731644.316765,Communications,Wireless Telecommunications,38.00153335037055
7.57,6.0,LAZR,3.365,1352578767.1404834,Producer Manufacturing,Auto Parts: OEM,124.962852897474
40.4,6.0,LAZ,35.1715,3074511780.564956,Finance,Investment Banks/Brokers,14.865729354733226
17.5,7.0,LAUR,13.87,2182685152.0986123,Commercial Services,Miscellaneous Commercial Services,26.171593366979096
193.33,5.0,LANC,163.23,4491600077.384359,Consumer Non-Durables,Food: Specialty/Candy,18.440237701402943
105.0,8.0,LAMR,106.98,10854644450.0,Finance,Real Estate Investment Trusts,-1.8508132361189045
11.56,10.0,LADR,11.91,1502634426.0,Finance,Real Estate Investment Trusts,-2.938706968933666
327.38,6.0,LAD,320.38,8816709120.950546,Retail Trade,Specialty Stores,2.1849054248080404
11.96,9.0,LAAC,6.57,1054484953.6682082,Non-Energy Minerals,Other Metals/Minerals,82.03957382039573
32.8,8.0,KYMR,26.13,1449884922.3284583,Health Technology,Biotechnology,25.526215078453877
216.33,6.0,KWR,210.17,3779890005.4260488,Process Industries,Chemicals: Specialty,2.930960650901663
11.0,4.0,KW,12.5,1742385455.8232932,Finance,Real Estate Development,-12.0
24.3,10.0,KVUE,21.32,40827694577.5231,Consumer Non-Durables,Household/Personal Care,13.977485928705443
27.94,8.0,KURA,13.5,1002673460.6205252,Health Technology,Biotechnology,106.96296296296298
19.83,7.0,KTOS,20.33,2621322300.490118,Electronic Technology,Aerospace & Defense,-2.459419576979833
62.6,10.0,KTB,61.155,3435697190.3805566,Consumer Non-Durables,Apparel/Footwear,2.3628484997138424
24.5,9.0,KSS,27.475,3041815691.4904194,Retail Trade,Department Stores,-10.82802547770701
155.75,10.0,KRYS,120.35,3394631799.2141995,Health Technology,Biotechnology,29.41420855837142
307.17,10.0,KRTX,317.655,11984207052.11104,Health Technology,Pharmaceuticals: Major,-3.300750814562956
20.0,3.0,KRP,15.4,2899974167.194245,Miscellaneous,Investment Trusts/Mutual Funds,29.870129870129865
84.63,6.0,KROS,38.0,1138456414.6945512,Health Technology,Pharmaceuticals: Major,122.71052631578948
7.0,4.0,KRO,9.95,1144518846.183013,Process Industries,Chemicals: Specialty,-29.648241206030146
25.0,5.0,KRG,23.03,5026164026.0,Finance,Real Estate Investment Trusts,8.554059921841072
38.89,5.0,KRC,41.41,4857546863.0,Finance,Real Estate Investment Trusts,-6.085486597440223
51.0,6.0,KR,45.165,32492760988.039204,Retail Trade,Food Retail,12.919295914978415
9.63,6.0,KOS,6.845,3149588100.385693,Energy Minerals,Integrated Oil,40.68663257852449
45.0,6.0,KOP,49.03,1020954969.944794,Process Industries,Chemicals: Specialty,-8.219457475015298
93.19,9.0,KOF,96.15,5041684521.90768,Consumer Non-Durables,Beverages: Non-Alcoholic,-3.078523140925645
63.88,8.0,KO,58.11,251233598443.51627,Consumer Non-Durables,Beverages: Non-Alcoholic,9.929444157632084
58.77,8.0,KNX,59.11,9538521586.983158,Transportation,Trucking,-0.5751987819319849
38.17,10.0,KNTK,33.935,5130482563.142751,Industrial Services,Oil & Gas Pipelines,12.479740680713126
409.83,6.0,KNSL,337.0,7809459462.19075,Finance,Multi-Line Insurance,21.611275964391687
25.5,6.0,KNSA,18.295,1286840201.1188228,Health Technology,Pharmaceuticals: Major,39.38234490297894
77.5,8.0,KNF,65.35,3696602201.630216,Non-Energy Minerals,Construction Materials,18.59219586840093
18.67,5.0,KN,17.98,1622823472.4529772,Electronic Technology,Electronic Components,3.8375973303670814
76.5,8.0,KMX,78.53,12460216440.313814,Retail Trade,Specialty Stores,-2.5849993633006507
25.0,2.0,KMT,26.0,2069685821.081081,Producer Manufacturing,Industrial Machinery,-3.8461538461538463
62.5,10.0,KMPR,48.34,3097972947.886039,Finance,Property/Casualty Insurance,29.29251137774099
,,KMPB,19.0503,3047984969.0,Finance,Property/Casualty Insurance,
20.3,6.0,KMI,17.755,39465349686.61961,Industrial Services,Oil & Gas Pipelines,14.33399042523234
124.64,7.0,KMB,119.93,40529269035.45132,Consumer Non-Durables,Household/Personal Care,3.9272909197031547
58.25,7.0,KLIC,55.17,3129244711.8182654,Producer Manufacturing,Industrial Machinery,5.582744245060718
585.42,9.0,KLAC,581.855,79092897069.39406,Electronic Technology,Electronic Equipment/Instruments,0.6126956028563716
85.25,7.0,KKR,82.08,72641510032.61382,Finance,Investment Managers,3.862085769980509
21.47,7.0,KIM/PM,23.83,13538052765.0,Finance,Real Estate Investment Trusts,-9.903483004616028
21.47,7.0,KIM/PL,23.67,13538052765.0,Finance,Real Estate Investment Trusts,-9.294465568229839
21.47,7.0,KIM,21.955,13538052765.0,Finance,Real Estate Investment Trusts,-2.2090639945342723
37.27,8.0,KHC,36.15,44339372742.36373,Consumer Non-Durables,Food: Major Diversified,3.0982019363762228
24.4,4.0,KGS,19.91,1541033976.7783978,Industrial Services,Oilfield Services/Equipment,22.551481667503758
6.16,7.0,KGC,6.275,7703817085.015394,Non-Energy Minerals,Precious Metals,-1.8326693227091666
60.5,9.0,KFY,59.04,3102027997.1065283,Commercial Services,Personnel Services,2.4728997289972914
61.33,6.0,KFRC,68.5895,1355259911.4306333,Commercial Services,Personnel Services,-10.583981513205378
155.22,8.0,KEYS,159.78,27968629178.78222,Electronic Technology,Electronic Equipment/Instruments,-2.8539241457003395
13.96,8.0,KEY/PL,21.98,13369796176.0,Finance,Major Banks,-36.4877161055505
13.96,8.0,KEY/PK,20.01,13369796176.0,Finance,Major Banks,-30.234882558720642
13.96,8.0,KEY/PJ,20.01,13369796176.0,Finance,Major Banks,-30.234882558720642
13.96,8.0,KEY/PI,21.87,13369796176.0,Finance,Major Banks,-36.16826703246456
13.96,8.0,KEY,14.42,13500872609.09804,Finance,Major Banks,-3.190013869625514
97.0,4.0,KEX,81.47,4814876658.406709,Transportation,Marine Shipping,19.06223149625629
35.4,10.0,KDP,32.565,45536818396.0595,Consumer Non-Durables,Beverages: Non-Alcoholic,8.70566559189314
23.0,9.0,KD,20.37,4674179711.810731,Technology Services,Data Processing Services,12.911143838978884
69.17,9.0,KBR,54.32,7333438793.16947,Technology Services,Information Technology Services,27.337997054491904
59.4,9.0,KBH,62.465,4954640760.722796,Consumer Durables,Homebuilding,-4.9067477787561105
52.31,9.0,KB,40.49,15368088250.1676,Finance,Regional Banks,29.192393183502098
21.0,7.0,KAR,15.22,1644041050.9072847,Commercial Services,Miscellaneous Commercial Services,37.97634691195794
74.0,5.0,KALU,70.97,1136547160.6281276,Non-Energy Minerals,Aluminum,4.269409609694239
234.0,7.0,KAI,277.51,3248836310.777239,Producer Manufacturing,Industrial Machinery,-15.678714280566464
57.13,9.0,K,54.24,18578270435.71699,Consumer Non-Durables,Food: Specialty/Candy,5.328171091445428
42.67,8.0,JXN/PA,25.5,4142748229.0,Finance,Life/Health Insurance,67.33333333333334
42.67,8.0,JXN,52.355,4162225744.181442,Finance,Life/Health Insurance,-18.498710724859126
15.73,4.0,JWN,18.38,2983676806.157352,Retail Trade,Department Stores,-14.417845484221974
,,JSM,20.1298,2263243496.0,Finance,Finance/Rental/Leasing,
178.82,7.0,JPM/PM,19.06,484243890381.0,Finance,Major Banks,838.1951731374608
178.82,7.0,JPM/PL,20.98,484243890381.0,Finance,Major Banks,752.3355576739752
178.82,7.0,JPM/PK,20.46,484243890381.0,Finance,Major Banks,773.9980449657868
178.82,7.0,JPM/PJ,21.34,484243890381.0,Finance,Major Banks,737.9568884723523
178.82,7.0,JPM/PD,25.0,484243890381.0,Finance,Major Banks,615.28
178.82,7.0,JPM/PC,25.3,484243890381.0,Finance,Major Banks,606.7984189723319
178.82,7.0,JPM,167.75,484966642456.1955,Finance,Major Banks,6.599105812220563
8.0,7.0,JOBY,6.86,4776751363.151515,Electronic Technology,Aerospace & Defense,16.618075801749267
31.11,5.0,JNPR,29.54,9419374286.555971,Technology Services,Information Technology Services,5.3148273527420455
177.64,7.0,JNJ,155.2212,373660658671.0657,Health Technology,Pharmaceuticals: Major,14.44313019097905
174.0,5.0,JLL,185.61,8830014283.997776,Finance,Real Estate Development,-6.255050913205114
20.87,4.0,JKS,34.89,1814808747.0,Electronic Technology,Semiconductors,-40.18343364860991
167.44,7.0,JKHY,162.71,11849876942.20959,Technology Services,Packaged Software,2.9070124761846166
190.0,4.0,JJSF,167.8,3245645299.0659704,Consumer Non-Durables,Food: Specialty/Candy,13.23003575685339
0.0,5.0,JHX,37.415,16243743701.93456,Non-Energy Minerals,Construction Materials,-100.0
27.0,5.0,JHG,30.21,5004525469.541916,Finance,Investment Managers,-10.625620655412119
,,JFR,8.035,1072450000.0,Miscellaneous,Investment Trusts/Mutual Funds,
17.95,6.0,JELD,19.1875,1635064439.9479444,Non-Energy Minerals,Forest Products,-6.4495114006514696
44.5,6.0,JEF,39.67,8347668632.565673,Finance,Investment Banks/Brokers,12.175447441391475
41.44,3.0,JD,27.82,36737107842.816,Retail Trade,Internet Retail,48.957584471603155
64.38,7.0,JCI,56.34,38349164312.89871,Producer Manufacturing,Industrial Machinery,14.270500532481348
103.0,7.0,JBT,101.895,3244209098.4622893,Producer Manufacturing,Industrial Machinery,1.08444967859071
5.0,3.0,JBLU,5.74,1913080626.076789,Transportation,Airlines,-12.891986062717775
149.83,7.0,JBL,128.635,16548562212.501318,Electronic Technology,Electronic Components,16.4768531115171
16.0,10.0,JBI,12.53,1839759971.4767628,Producer Manufacturing,Building Products,27.69353551476457
198.31,5.0,JBHT,201.91,20825564099.50085,Transportation,Trucking,-1.782972611559603
16.5,2.0,JBGS,17.19,1628818277.0,Finance,Real Estate Investment Trusts,-4.013961605584649
193.36,6.0,JAZZ,119.87,7546645065.98811,Health Technology,Pharmaceuticals: Major,61.30808375740386
23.13,7.0,JAMF,18.26,2297030982.504415,Technology Services,Packaged Software,26.670317634173042
82.87,1.0,JACK,82.64,1631047779.519378,Consumer Services,Restaurants,0.2783155856728025
148.2,7.0,J,128.485,16229772395.649286,Technology Services,Data Processing Services,15.344203603533465
15.57,4.0,IVZ,17.685,7950369583.222825,Finance,Investment Managers,-11.959287531806607
26.0,7.0,IVT,26.06,1742308364.0,Finance,Real Estate Investment Trusts,-0.23023791250958836
236.67,8.0,ITW,261.18,78585367080.55418,Producer Manufacturing,Industrial Machinery,-9.384332644153464
6.1,9.0,ITUB,6.795,60784177096.17679,Finance,Major Banks,-10.228108903605596
125.14,9.0,ITT,118.015,9689031344.558762,Producer Manufacturing,Industrial Machinery,6.0373681311697664
84.57,7.0,ITRI,75.35,3427880137.602233,Electronic Technology,Electronic Equipment/Instruments,12.236230922362308
95.33,5.0,ITGR,99.21,3306336696.567888,Health Technology,Medical Specialties,-3.9108960790242877
82.22,10.0,ITCI,70.26,6761691166.878094,Health Technology,Pharmaceuticals: Major,17.022487902077984
436.5,5.0,IT,443.35,34558515248.07756,Technology Services,Internet Software/Services,-1.54505469719184
336.95,10.0,ISRG,336.66,118528427255.88252,Health Technology,Medical Specialties,0.0861403196102785
18.4,7.0,IRWD,11.25,1756451800.337838,Health Technology,Pharmaceuticals: Major,63.55555555555554
123.6,7.0,IRTC,107.63,3298941116.4787087,Health Technology,Medical Specialties,14.837870482207563
16.83,8.0,IRT,15.3,3494456542.0,Finance,Real Estate Investment Trusts,9.999999999999984
75.0,6.0,IRON,59.94,1446977256.5415237,Health Technology,Biotechnology,25.12512512512513
64.25,6.0,IRM,69.19,20161880215.0,Finance,Real Estate Investment Trusts,-7.139760080936549
57.75,6.0,IRDM,40.79,5051864523.398074,Communications,Specialty Telecommunications,41.5788183378279
51.0,5.0,IRBT,38.87,1083136108.827845,Consumer Durables,Electronics/Appliances,31.20658605608439
80.88,9.0,IR,75.91,30728138968.113457,Producer Manufacturing,Industrial Machinery,6.547226979317612
234.57,6.0,IQV,229.82,41942150334.71365,Health Services,Services to the Health Industry,2.0668349142807414
6.95,9.0,IQ,4.62,4525162150.0,Technology Services,Internet Software/Services,50.43290043290043
111.0,5.0,IPGP,107.97,5066217434.205342,Electronic Technology,Semiconductors,2.8063350930814126
36.17,6.0,IPG,32.945,12618071196.64847,Commercial Services,Advertising/Marketing Services,9.789042343299442
172.0,8.0,IPAR,142.63,4561422098.543165,Consumer Non-Durables,Household/Personal Care,20.591740867980093
35.83,6.0,IP,36.655,12683264893.05823,Process Industries,Containers/Packaging,-2.2507161369526743
22.0,7.0,IOVA,8.19,2095972127.8174903,Health Technology,Biotechnology,168.62026862026863
32.91,8.0,IOT,34.87,18842222486.5182,Technology Services,Packaged Software,-5.620877545167769
53.0,8.0,IONS,49.9,7159258985.933618,Health Technology,Pharmaceuticals: Major,6.212424849699401
16.67,5.0,IONQ,13.87,2839252865.3654823,Electronic Technology,Computer Processing Hardware,20.187454938716673
35.86,10.0,INVH,34.46,20941212129.0,Finance,Real Estate Investment Trusts,4.062681369704
633.33,7.0,INTU,621.506,173981903763.12213,Technology Services,Packaged Software,1.90247559959197
5.5,7.0,INTR,5.3177,2136668076.9783213,Finance,Major Banks,3.428173834552526
40.42,10.0,INTC,47.37,199711927767.55307,Electronic Technology,Semiconductors,-14.671733164450066
47.0,7.0,INTA,38.38,2673391312.684845,Technology Services,Packaged Software,22.459614382490873
59.67,9.0,INSW,48.105,2352767891.899199,Transportation,Marine Shipping,24.04115996258186
32.0,6.0,INST,27.33,3954545727.2898607,Technology Services,Packaged Software,17.087449688986467
222.0,1.0,INSP,198.765,5868375260.558484,Health Technology,Medical Specialties,11.689683797449257
45.5,6.0,INSM,29.84,4268971806.2977567,Health Technology,Pharmaceuticals: Major,52.479892761394105
31.6,4.0,INMD,22.9022,1906187556.2333777,Health Technology,Medical Specialties,37.97801084611959
120.4,6.0,INGR,107.88,7032963092.117287,Consumer Non-Durables,Food: Specialty/Candy,11.605487578791259
17.58,7.0,INFY,18.74,76570664266.124,Technology Services,Information Technology Services,-6.189967982924228
7.48,5.0,INFN,4.772,1082880168.3635592,Electronic Technology,Telecommunications Equipment,56.7476948868399
28.56,6.0,INFA,28.83,9663136283.864347,Technology Services,Packaged Software,-0.9365244536940672
32.9,6.0,INDV,15.495,2118338821.337318,Health Technology,Pharmaceuticals: Major,112.32655695385608
13.13,8.0,INDI,8.4,1514507090.155689,Electronic Technology,Semiconductors,56.30952380952382
54.5,6.0,INDB,65.76,2878256148.777896,Finance,Regional Banks,-17.122871046228717
76.71,3.0,INCY,62.415,13987777757.692656,Health Technology,Pharmaceuticals: Major,22.903148281663054
41.0,5.0,INBX,31.15,1473104163.4588354,Health Technology,Biotechnology,31.62118780096309
50.75,10.0,IMVT,39.75,5750311951.323529,Health Technology,Biotechnology,27.67295597484277
68.7,8.0,IMO,56.74,30403378212.252518,Energy Minerals,Integrated Oil,21.078604159323227
28.43,8.0,IMGN,29.585,7918793641.02542,Health Technology,Biotechnology,-3.904005408146024
81.0,7.0,IMCR,62.5,3020183067.0,Health Technology,Biotechnology,29.6
144.68,8.0,ILMN,141.495,22469405746.73576,Health Technology,Biotechnology,2.2509629315523534
107.25,6.0,IIPR/PA,26.01,2794169028.0,Finance,Real Estate Investment Trusts,312.34140715109567
107.25,6.0,IIPR,100.84,2794169028.0,Finance,Real Estate Investment Trusts,6.35660452201507
11.5,3.0,IHS,4.345,1442192535.653756,Industrial Services,Engineering & Construction,164.67203682393557
39.33,8.0,IGT,27.59,5581181007.765988,Consumer Services,Casinos/Gaming,42.551649148242106
29.95,2.0,IFS,21.555,2488475184.528139,Finance,Investment Managers,38.946880074228716
78.67,9.0,IFF,81.475,20798867491.970474,Consumer Non-Durables,Food: Specialty/Candy,-3.4427738570113444
227.89,3.0,IEX,214.31,16207309885.38074,Producer Manufacturing,Industrial Machinery,6.336615183612516
26.0,5.0,IEP,17.3,7106891847.946903,Energy Minerals,Oil Refining/Marketing,50.289017341040456
16.37,5.0,IE,10.43,1241563931.0,Non-Energy Minerals,Other Metals/Minerals,56.951102588686496
40.43,10.0,IDYA,34.51,2224496391.42082,Health Technology,Pharmaceuticals: Major,17.154447986090997
523.14,5.0,IDXX,555.7425,46155360613.15997,Health Technology,Medical Specialties,-5.866475930849263
125.0,8.0,IDCC,111.0,2853050223.4833484,Technology Services,Packaged Software,12.612612612612613
99.8,4.0,IDA,97.01,4910184380.762741,Utilities,Electric Utilities,2.875992165756099
110.0,1.0,ICUI,97.48,2353174534.275554,Health Technology,Medical Specialties,12.843660237997533
297.0,4.0,ICLR,283.295,23322820207.965008,Commercial Services,Miscellaneous Commercial Services,4.837713337686858
6.19,5.0,ICL,5.08,6550305625.507762,Process Industries,Chemicals: Agricultural,21.850393700787407
150.75,9.0,ICFI,133.77,2517138625.725768,Commercial Services,Miscellaneous Commercial Services,12.693429019959625
134.33,10.0,ICE,124.92,71499699270.8766,Finance,Investment Banks/Brokers,7.532821005443493
47.75,7.0,IBTX,50.36,2079020887.1716497,Finance,Regional Banks,-5.182684670373311
4.0,6.0,IBRX,4.332,2892499666.45,Health Technology,Pharmaceuticals: Major,-7.6638965835641715
173.44,5.0,IBP,186.5,5298293088.529317,Industrial Services,Engineering & Construction,-7.002680965147454
156.71,7.0,IBM,161.54,147505176120.12585,Technology Services,Information Technology Services,-2.989971524080713
108.5,4.0,IBKR,82.35,34668674089.13226,Finance,Investment Banks/Brokers,31.754705525197338
20.89,4.0,IAS,14.98,2371074539.0,Technology Services,Packaged Software,39.452603471295056
45.14,5.0,IART,44.69,3493676734.71844,Health Technology,Medical Specialties,1.0069366748713422
3.03,9.0,IAG,2.735,1316355459.596591,Non-Energy Minerals,Precious Metals,10.786106032906762
72.0,5.0,IAC,53.2,4567263597.681269,Technology Services,Internet Software/Services,35.33834586466165
82.5,8.0,HY,59.56,1023597883.417938,Producer Manufacturing,Industrial Machinery,38.515782404298186
72.07,5.0,HXL,73.98,6222554055.751433,Electronic Technology,Aerospace & Defense,-2.5817788591511364
56.79,8.0,HWM/P,58.25,22015971124.0,Electronic Technology,Aerospace & Defense,-2.5064377682403447
56.79,8.0,HWM,53.655,22092143831.273987,Electronic Technology,Aerospace & Defense,5.842885099245173
74.0,7.0,HWKN,71.42,1495802645.457035,Process Industries,Chemicals: Specialty,3.61243349201904
,,HWCPZ,25.42,4120610198.000001,Finance,Regional Banks,
45.17,8.0,HWC,48.33,4163685780.249634,Finance,Regional Banks,-6.538381957376364
14.48,7.0,HUT,12.8999,1140698753.331909,Technology Services,Data Processing Services,12.248932162264822
134.0,5.0,HURN,100.03,1875348998.1862009,Commercial Services,Miscellaneous Commercial Services,33.959812056383086
26.6,5.0,HUN,25.745,4487029094.82706,Process Industries,Chemicals: Major Diversified,3.321033210332105
583.2,10.0,HUM,453.72,55857795168.944,Health Services,Managed Health Care,28.53742396191484
573.86,10.0,HUBS,584.25,29405619926.234634,Technology Services,Packaged Software,-1.778348309798885
88.86,7.0,HUBG,92.81,2948283362.968876,Transportation,Air Freight/Couriers,-4.256006895808644
340.67,10.0,HUBB,326.05,17483469148.833,Producer Manufacturing,Electrical Products,4.483974850483056
14.5,6.0,HTZ,10.469,3222491571.64073,Finance,Finance/Rental/Leasing,38.50415512465375
,,HTLFP,24.96,1602796518.0,Finance,Regional Banks,
35.67,7.0,HTLF,38.4,1638205650.5509715,Finance,Regional Banks,-7.109374999999991
14.4,8.0,HTLD,14.44,1141145179.319149,Transportation,Trucking,-0.27700831024930156
57.12,8.0,HTHT,34.176,11353911801.728,Consumer Services,Hotels/Resorts/Cruise lines,67.13483146067415
30.33,4.0,HTH,34.94,2277033544.8239694,Finance,Regional Banks,-13.194046937607325
17.42,10.0,HTGC,16.38,2475664692.48,Finance,Investment Managers,6.349206349206366
207.47,9.0,HSY,181.74,37165548497.79315,Consumer Non-Durables,Food: Specialty/Candy,14.157587762737972
20.64,9.0,HST,19.695,13805402104.0,Finance,Real Estate Investment Trusts,4.7981721249047995
74.22,1.0,HSIC,75.02,9747973932.066145,Distribution Services,Medical Distributors,-1.0663822980538487
14.2,3.0,HSAI,8.64,1105959817.0,Electronic Technology,Aerospace & Defense,64.35185185185183
40.67,8.0,HRMY,32.775,1919695558.2254567,Health Technology,Pharmaceuticals: Major,24.088482074752108
30.4,3.0,HRL,31.75,17362172832.13609,Consumer Non-Durables,Food: Meat/Fish/Dairy,-4.251968503937013
124.0,5.0,HRI,148.27,4191253794.775252,Finance,Finance/Rental/Leasing,-16.368786672961495
41.0,8.0,HRB,47.42,6825211648.12083,Consumer Services,Other Consumer Services,-13.538591311682838
17.88,4.0,HR,17.07,6474858917.0,Finance,Real Estate Investment Trusts,4.7451669595782
86.5,9.0,HQY,65.79,5644857147.426604,Finance,Investment Managers,31.478948168414643
31.18,5.0,HPQ,30.25,29974798984.032845,Electronic Technology,Computer Processing Hardware,3.0743801652892553
8.23,7.0,HPP/PC,13.0,1282498013.0,Finance,Real Estate Investment Trusts,-36.692307692307686
8.23,7.0,HPP,9.04,1282498013.0,Finance,Real Estate Investment Trusts,-8.96017699115043
10.0,6.0,HPK,14.48,1859535105.5597484,Energy Minerals,Oil & Gas Production,-30.93922651933702
17.91,7.0,HPE,17.0596,21885159422.86861,Electronic Technology,Computer Processing Hardware,4.984876550446672
46.38,8.0,HP,37.56,3734473778.108677,Industrial Services,Contract Drilling,23.482428115015974
10.25,2.0,HOPE,12.1,1453305593.027523,Finance,Major Banks,-15.289256198347106
11.58,8.0,HOOD,13.055,11289728543.098911,Finance,Investment Banks/Brokers,-11.29835312140942
217.62,6.0,HON,205.605,135545223758.18932,Electronic Technology,Aerospace & Defense,5.843729481286941
24.8,7.0,HOMB,25.41,5127011525.48456,Finance,Regional Banks,-2.400629673356944
80.27,8.0,HOLX,71.41,17138599329.05305,Health Technology,Medical Specialties,12.40722587872847
40.0,7.0,HOG,35.8745,4996227451.119671,Consumer Durables,Motor Vehicles,11.499811844067521
50.0,6.0,HNI,42.51,1980091997.018479,Producer Manufacturing,Office Equipment/Supplies,17.619383674429553
3.1,8.0,HMY,6.505,3890881083.3888,Non-Energy Minerals,Precious Metals,-52.34435049961568
33.5,4.0,HMN,32.78,1338579848.1936672,Finance,Property/Casualty Insurance,2.196461256863938
15.33,10.0,HLX,10.805,1628434875.8334875,Industrial Services,Oilfield Services/Equipment,41.87875983341046
173.54,7.0,HLT,182.49,46797792838.24184,Consumer Services,Hotels/Resorts/Cruise lines,-4.90437832209985
97.8,5.0,HLNE,111.89,6043131921.720681,Finance,Investment Managers,-12.592724997765666
9.0,6.0,HLN,8.175,37578695480.0355,Distribution Services,Medical Distributors,10.091743119266045
9.75,6.0,HLMN,9.02,1758025118.5845468,Distribution Services,Wholesale Distributors,8.093126385809319
17.25,7.0,HLIT,12.265,1376009439.855167,Electronic Technology,Telecommunications Equipment,40.64410925397472
54.67,10.0,HLIO,44.35,1465900149.8945243,Producer Manufacturing,Industrial Machinery,23.26944757609921
117.5,7.0,HLI,119.41,8261560510.811564,Finance,Investment Banks/Brokers,-1.5995310275521284
18.5,1.0,HLF,15.1,1496597981.9827583,Distribution Services,Medical Distributors,22.51655629139073
6.16,6.0,HL/PB,53.725,3078799600.0,Non-Energy Minerals,Precious Metals,-88.53420195439739
6.16,6.0,HL,5.1209,3165908608.763052,Non-Energy Minerals,Precious Metals,20.29135503524772
22.67,8.0,HIW,23.14,2414034079.0,Finance,Real Estate Investment Trusts,-2.031114952463262
7.5,9.0,HIMX,6.135,1056964132.0000002,Electronic Technology,Semiconductors,22.24938875305624
10.61,6.0,HIMS,8.54,1810424685.6255813,Health Services,Medical/Nursing Services,24.238875878220146
235.86,9.0,HII,255.31,10141796062.824265,Electronic Technology,Aerospace & Defense,-7.618189651795851
85.27,8.0,HIG/PG,25.18,23781868461.0,Finance,Multi-Line Insurance,238.64177918983322
85.27,8.0,HIG,79.58,23935261061.418747,Finance,Multi-Line Insurance,7.150037697914046
61.5,9.0,HI,46.79,3271621035.422554,Producer Manufacturing,Industrial Conglomerates,31.438341525967086
91.5,8.0,HHH,84.2494,4219117501.090495,Finance,Real Estate Development,8.606114702300559
49.8,4.0,HGV,42.06,4541807852.705153,Finance,Real Estate Development,18.40228245363765
10.0,4.0,HGTY,8.07,2708473132.15875,Finance,Property/Casualty Insurance,23.915737298636923
32.67,8.0,HESM,31.67,7273659710.200826,Energy Minerals,Integrated Oil,3.1575623618566464
171.07,6.0,HES,147.765,45387320178.04977,Energy Minerals,Integrated Oil,15.771664467228376
131.0,9.0,HELE,120.7244,2866328814.940693,Consumer Durables,Home Furnishings,8.51161819814387
202.36,9.0,HEI,179.94,21787308571.20906,Electronic Technology,Aerospace & Defense,12.459708791819505
60.33,9.0,HEES,52.07,1897947634.1817484,Finance,Finance/Rental/Leasing,15.863260994814668
7.75,5.0,HE,14.07,1549446086.9999998,Utilities,Electric Utilities,-44.9182658137882
333.88,7.0,HD,350.0956,348436813905.6459,Retail Trade,Home Improvement Chains,-4.631763438329415
,,HCXY,24.65,2456016560.0,Finance,Investment Managers,
26.0,6.0,HCP,23.545,4648655114.832411,Technology Services,Packaged Software,10.42684221703121
19.55,6.0,HCM,16.925,2943866844.9280005,Health Technology,Pharmaceuticals: Major,15.509601181683898
58.0,6.0,HCC,61.83,3216329870.7200785,Energy Minerals,Coal,-6.194404010997895
290.38,7.0,HCA,269.33,72089090707.02849,Health Services,Hospital/Nursing Management,7.815690788252334
7.21,8.0,HBM,5.64,1967840225.2216213,Non-Energy Minerals,Other Metals/Minerals,27.83687943262412
4.0,5.0,HBI,4.08,1428165377.9568346,Consumer Non-Durables,Apparel/Footwear,-1.960784313725492
,,HBANP,18.065,18303669423.0,Finance,Major Banks,
,,HBANM,21.61,18303669423.0,Finance,Major Banks,
,,HBANL,24.8437,18303669423.0,Finance,Major Banks,
12.44,7.0,HBAN,12.74,18448476934.25791,Finance,Major Banks,-2.354788069073789
14.5,7.0,HAYW,13.52,2889211423.698002,Consumer Durables,Recreational Products,7.248520710059175
32.25,6.0,HASI,28.2,3088443821.0,Finance,Real Estate Investment Trusts,14.361702127659576
61.1,8.0,HAS,51.42,7135252585.953407,Consumer Durables,Recreational Products,18.82535978218592
50.57,5.0,HALO,37.51,4955000400.240238,Health Technology,Biotechnology,34.81738203145829
50.0,7.0,HAL,36.93,33054260865.44214,Industrial Services,Oilfield Services/Equipment,35.39128080151638
106.25,9.0,HAE,86.22,4375016402.738947,Health Technology,Medical Specialties,23.231268847135237
127.98,4.0,H,130.53,13462725764.718529,Consumer Services,Hotels/Resorts/Cruise lines,-1.9535738910595244
67.3,8.0,GXO,62.215,7400779268.395041,Transportation,Air Freight/Couriers,8.173270111709384
797.5,6.0,GWW,823.4,40868756080.35484,Distribution Services,Wholesale Distributors,-3.1454942919601625
113.42,5.0,GWRE,107.7,8823920093.620481,Technology Services,Information Technology Services,5.311049210770658
49.5,7.0,GVA,50.565,2221487954.237367,Industrial Services,Engineering & Construction,-2.10619994067042
31.25,5.0,GTY,29.89,1559972322.0,Finance,Real Estate Investment Trusts,4.550016728002674
15.0,3.0,GTX,9.07,2198747326.711883,Producer Manufacturing,Auto Parts: OEM,65.38037486218302
182.6,9.0,GTLS/PB,55.19,5779456665.0,Producer Manufacturing,Industrial Machinery,230.85703931871717
182.6,9.0,GTLS,136.38,5830329905.856202,Producer Manufacturing,Industrial Machinery,33.890599794691305
67.6,8.0,GTLB,63.64,9919185320.26439,Technology Services,Packaged Software,6.22250157133877
15.4,1.0,GTES,13.15,3473030636.5558105,Producer Manufacturing,Industrial Machinery,17.11026615969582
17.95,7.0,GT,14.72,4173833240.6153846,Consumer Durables,Automotive Aftermarket,21.94293478260869
